zeta_deg,phi_deg,pDC,FDK,FaK,Fwk,FKx,FKy,FK,MKx,MKy,MK,FSKx,FSKy,FAKz,FAKy,Fwky,Fwkz,FAK_inclined
0,24,32528600,9684.725235709573,209.59299595958674,920.1858374586101,-1003.3910726520202,3173.839085242244,3328.670633104017,-13.334674103250242,-10.033910726520203,16.68810648059479,0.0,2466.930604196943,9894.31823166916,0.0,920.1858374586101,0.0,9894.31823166916
0,25,32571000,9697.387896138765,207.93247096504032,920.1858374586101,-1043.7292250314188,3158.4703836765657,3326.4554498364587,-13.180987087593456,-10.437292250314188,16.81295601974186,0.0,2469.673744651873,9905.320367103806,0.0,920.1858374586101,0.0,9905.320367103806
0,26,32483700,9671.315956151302,206.20860772555088,920.1858374586101,-1079.5956803072502,3133.6850081449793,3314.4394040637812,-12.933133332277594,-10.795956803072501,16.846917257595738,0.0,2462.7434725458756,9877.524563876854,0.0,920.1858374586101,0.0,9877.524563876854
0,27,32414500,9650.649538658376,204.4219313465606,920.1858374586101,-1115.5206170016827,3109.5183194937003,3303.557238224085,-12.691466445764805,-11.155206170016827,16.897098722548655,0.0,2457.1452874931397,9855.071470004936,0.0,920.1858374586101,0.0,9855.071470004936
0,28,32405700,9648.021439324015,202.57298606700243,920.1858374586101,-1153.035789262454,3088.7307618160035,3296.930276834583,-12.483590868987834,-11.53035789262454,16.99379869588567,0.0,2456.0290349009115,9850.594425391017,0.0,920.1858374586101,0.0,9850.594425391017
0,29,32406900,9648.379816505972,200.66233509351963,920.1858374586101,-1190.5188701237857,3067.9387327136974,3290.833214826565,-12.275670577964773,-11.905188701237858,17.100456314110204,0.0,2455.642009576605,9849.042151599491,0.0,920.1858374586101,0.0,9849.042151599491
0,30,32379400,9640.167006086096,198.69056042890773,920.1858374586101,-1226.5513536588512,3044.635100088123,3282.412392715299,-12.042634251709034,-12.265513536588513,17.18917863182158,0.0,2453.102707317703,9838.857566515004,0.0,920.1858374586101,0.0,9838.857566515004
0,31,32364000,9635.567832250965,196.65826269483046,920.1858374586101,-1262.5897260254903,3021.4880131093955,3274.6790116939533,-11.811163381921757,-12.625897260254904,17.289212303079676,0.0,2451.449295755441,9832.226094945796,0.0,920.1858374586101,0.0,9832.226094945796
0,32,32356900,9633.447433924379,194.56606094886496,920.1858374586101,-1298.513622753735,2998.242024381597,3267.352577430983,-11.578703494643767,-12.985136227537351,17.397704948198733,0.0,2450.398976592574,9828.013494873243,0.0,920.1858374586101,0.0,9828.013494873243
0,33,32355400,9632.999462446931,192.41459249593072,920.1858374586101,-1334.2299462836866,2974.719785413072,3260.234247916576,-11.343481104958519,-13.342299462836866,17.512610271874603,0.0,2449.7508634262213,9825.414054942861,0.0,920.1858374586101,0.0,9825.414054942861
0,34,32357100,9633.507163454706,190.2045126941602,920.1858374586101,-1369.6459482772864,2950.769461056134,3253.1477734547957,-11.103977861389138,-13.696459482772864,17.632110670860108,0.0,2449.3264127214316,9823.711676148865,0.0,920.1858374586101,0.0,9823.711676148865
0,35,32359200,9634.134323523132,187.93649475527053,920.1858374586101,-1404.6412583718793,2926.221450790145,3245.8880208326527,-10.858497758729248,-14.046412583718793,17.754117270323007,0.0,2448.91730090564,9822.070818278404,0.0,920.1858374586101,0.0,9822.070818278404
0,36,32365400,9635.985938963251,185.61122953949675,920.1858374586101,-1439.368059554937,2901.3060115337007,3238.7276797267987,-10.609343366164806,-14.39368059554937,17.881169082246263,0.0,2448.7992067530286,9821.597168502747,0.0,920.1858374586101,0.0,9821.597168502747
0,37,32372700,9638.166066820164,183.22942534514883,920.1858374586101,-1473.6938899059085,2875.843682711885,3231.4471322520294,-10.354720077946647,-14.736938899059085,18.01104094735316,0.0,2448.748923194595,9821.395492165313,0.0,920.1858374586101,0.0,9821.395492165313
0,38,32380500,9640.495518502892,180.79180769285747,920.1858374586101,-1507.5837711017248,2849.8050701103484,3224.003375388423,-10.094333951931285,-15.075837711017249,18.1432207896515,0.0,2448.7219543894284,9821.28732619575,0.0,920.1858374586101,0.0,9821.28732619575
0,39,32389300,9643.123617837253,178.29911910457335,920.1858374586101,-1541.051904829186,2823.226452805097,3216.4341400370868,-9.828547778878766,-15.41051904829186,18.27797715228545,0.0,2448.7557160803112,9821.422736941826,0.0,920.1858374586101,0.0,9821.422736941826
0,40,32398000,9645.72185240645,175.7521188773876,920.1858374586101,-1574.0380445148237,2796.051331889116,3208.659972034892,-9.556796569718964,-15.740380445148237,18.41444914280623,0.0,2448.7684902364817,9821.473971283838,0.0,920.1858374586101,0.0,9821.473971283838
0,41,32406700,9648.320086975647,173.1515828522428,920.1858374586101,-1606.5363014690006,2768.294443722236,3200.6894593323327,-9.279227688050158,-16.065363014690007,18.552626641002785,0.0,2448.7679164190668,9821.47166982789,0.0,920.1858374586101,0.0,9821.47166982789
0,42,32415200,9650.858592014518,170.49830317760416,920.1858374586101,-1638.52641254906,2739.9537771137775,3192.5092803844673,-8.995821021965574,-16.3852641254906,18.69228922099503,0.0,2448.739299888354,9821.356895192122,0.0,920.1858374586101,0.0,9821.356895192122
0,43,32423200,9653.247773227573,167.79308806816346,920.1858374586101,-1669.982447933321,2711.022760912727,3184.0988971123734,-8.706510859955069,-16.69982447933321,18.83314814350092,0.0,2448.6605037881372,9821.040861295736,0.0,920.1858374586101,0.0,9821.040861295736
0,44,32430400,9655.398036319322,165.03676155864906,920.1858374586101,-1700.8775465277542,2681.49609693383,3175.4378825846425,-8.411244220166099,-17.008775465277544,18.9749169210172,0.0,2448.5093952065895,9820.434797877972,0.0,920.1858374586101,0.0,9820.434797877972
0,45,32436900,9657.33924605493,162.2301632528169,920.1858374586101,-1731.2050278278887,2651.390865286499,3166.5350730571813,-8.110191903692785,-17.312050278278885,19.117591311469656,0.0,2448.2936296026915,9819.569409307745,0.0,920.1858374586101,0.0,9819.569409307745
0,46,32442500,9659.011672904067,159.37414806769902,920.1858374586101,-1760.9427722793262,2620.708505726405,3157.377474935413,-7.803368308091846,-17.609427722793264,19.260957963611574,0.0,2447.9985278866934,9818.385820971765,0.0,920.1858374586101,0.0,9818.385820971765
0,47,32447000,9660.355587336411,156.4695859731877,920.1858374586101,-1790.0682055748248,2589.4514443725075,3147.952185687187,-7.490797694552873,-17.90068205574825,19.404805285333477,0.0,2447.6094147219437,9816.825173309599,0.0,920.1858374586101,0.0,9816.825173309599
0,48,32450400,9661.37098935196,153.51736172703403,920.1858374586101,-1818.5694037177268,2557.6330834023624,3138.2609301096245,-7.172614084851423,-18.185694037177267,19.549062903986826,0.0,2447.1265107033246,9814.888351078995,0.0,920.1858374586101,0.0,9814.888351078995
0,49,32452500,9661.998149420388,150.51837460534222,920.1858374586101,-1846.423514397184,2525.257310916111,3128.2909520781654,-6.848856359988906,-18.46423514397184,19.693522104784744,0.0,2446.535147801045,9812.51652402573,0.0,920.1858374586101,0.0,9812.51652402573
0,50,32454800,9662.685039019141,147.47353812864142,920.1858374586101,-1873.70429566566,2492.4104208869508,3118.152897749213,-6.520387459697307,-18.7370429566566,19.839159039237845,0.0,2445.9472456151557,9810.158577147782,0.0,920.1858374586101,0.0,9810.158577147782
0,51,32454000,9662.446120897835,144.38377978361837,920.1858374586101,-1900.213045366006,2458.948021264862,3107.6092079058994,-6.185763463476416,-19.00213045366006,19.983609068534015,0.0,2445.1173133596953,9806.829900681454,0.0,920.1858374586101,0.0,9806.829900681454
0,52,32451900,9661.818960829409,141.25004074059615,920.1858374586101,-1926.0398210718777,2424.9730657416376,3096.7924957812374,-5.846013908244176,-19.260398210718776,20.12806045924056,0.0,2444.179615895343,9803.069001570006,0.0,920.1858374586101,0.0,9803.069001570006
0,53,32450300,9661.341124586797,138.07327556684447,920.1858374586101,-1951.2809219256123,2390.5814790639697,3085.8349023099963,-5.5020980414674945,-19.512809219256123,20.273697405382354,0.0,2443.2684214230135,9799.414400153642,0.0,920.1858374586101,0.0,9799.414400153642
0,54,32447500,9660.504911162228,134.85445193580927,920.1858374586101,-1975.8277308279346,2355.7087119174334,3074.6152210174782,-5.153370370002133,-19.758277308279347,20.419273943049063,0.0,2442.257387132484,9795.359363098038,0.0,920.1858374586101,0.0,9795.359363098038
0,55,32442600,9659.04153766923,131.59455033235,920.1858374586101,-1999.6154612477783,2320.33165694499,3063.070516831476,-4.799599820277699,-19.996154612477785,20.56410362065233,0.0,2441.0797423858057,9790.63608800158,0.0,920.1858374586101,0.0,9790.63608800158
0,56,32435700,9656.980868872972,128.2945637540745,920.1858374586101,-2022.6387643405583,2284.4729105019583,3051.2102598527013,-4.441012355847382,-20.226387643405584,20.708195185628785,0.0,2439.743180887342,9785.275432627046,0.0,920.1858374586101,0.0,9785.275432627046
0,57,32426400,9654.203445712796,124.95549740886214,920.1858374586101,-2044.861816381006,2248.134628056089,3039.00792265468,-4.077629531388688,-20.44861816381006,20.85121213274077,0.0,2438.218168774553,9779.158943121658,0.0,920.1858374586101,0.0,9779.158943121658
0,58,32407900,9648.678464157605,121.57836840866796,920.1858374586101,-2065.8439947535694,2211.068435606049,3025.976708038707,-3.7069676068882895,-20.658439947535694,20.98839560100909,0.0,2435.998623328689,9770.256832566272,0.0,920.1858374586101,0.0,9770.256832566272
0,59,32367600,9636.642963796841,118.1642054597004,920.1858374586101,-2084.756527145916,2172.833934881252,3011.215217490946,-3.3246225996403194,-20.84756527145916,21.11099460418171,0.0,2432.146589631074,9754.80716925654,0.0,920.1858374586101,0.0,9754.80716925654
0,60,32305000,9617.947620804685,114.7140485490675,920.1858374586101,-2101.5189789158508,2133.4983856427843,2994.6948726512833,-2.931267107255641,-21.01518978915851,21.21863635412113,0.0,2426.625096368348,9732.661669353753,0.0,920.1858374586101,0.0,9732.661669353753
0,61,32225500,9594.20513249995,111.22894862798655,920.1858374586101,-2116.4366876087233,2093.345850226842,2976.810558520331,-2.529741753096218,-21.164366876087232,21.315018616059824,0.0,2419.836496173769,9705.434081127936,0.0,920.1858374586101,0.0,9705.434081127936
0,62,32142600,9569.447242179667,107.70996729165452,920.1858374586101,-2130.363838218279,2052.920383109818,2958.5354793505317,-2.125487081925977,-21.30363838218279,21.409406896367912,0.0,2412.7862802369723,9677.157209471321,0.0,920.1858374586101,0.0,9677.157209471321
0,63,32074200,9549.019742808046,104.15817645587555,920.1858374586101,-2144.481248850631,2012.853609711602,2941.1527469346074,-1.7248193479438179,-21.444812488506308,21.51406480538342,0.0,2406.8075716999642,9653.177919263922,0.0,920.1858374586101,0.0,9653.177919263922
0,64,32071700,9548.273123678968,100.57465803054522,920.1858374586101,-2162.2539559152738,1974.7875565139407,2928.331959193416,-1.344158815967205,-21.622539559152738,21.664278891984093,0.0,2405.727947151487,9648.847781709514,0.0,920.1858374586101,0.0,9648.847781709514
0,65,32090500,9553.887699529647,96.9605035900902,920.1858374586101,-2180.782003041281,1937.101186243357,2916.8769515586637,-0.9672951132613683,-21.80782003041281,21.829261882047536,0.0,2406.226708226543,9650.848203119736,0.0,920.1858374586101,0.0,9650.848203119736
0,66,32112300,9560.398218335222,93.31681404096415,920.1858374586101,-2198.850464123595,1899.1771387904228,2905.4805399590487,-0.5880546387320269,-21.98850464123595,21.99636662305366,0.0,2406.9414890395456,9653.715032376185,0.0,920.1858374586101,0.0,9653.715032376185
0,67,32134300,9566.968466671124,89.64469928630093,920.1858374586101,-2216.266466426071,1860.9351384663264,2893.9448232099016,-0.2056346354910641,-22.16266466426071,22.163618626564208,0.0,2407.6640748973286,9656.613165957424,0.0,920.1858374586101,0.0,9656.613165957424
0,68,32154800,9573.090743529576,85.9452778878274,920.1858374586101,-2232.907355985165,1822.338969136855,2882.1510333165115,0.18032705780365177,-22.32907355985165,22.32980169838152,0.0,2408.268160610343,9659.036021417403,0.0,920.1858374586101,0.0,9659.036021417403
0,69,32175400,9579.242885153193,82.2196767251387,920.1858374586101,-2248.876836849187,1783.4487743492218,2870.2154201461162,0.5692290056799827,-22.48876836849187,22.49597129249119,0.0,2408.8731650972845,9661.462561878332,0.0,920.1858374586101,0.0,9661.462561878332
0,70,32196300,9585.484621072299,78.46903065243957,920.1858374586101,-2264.183979287287,1744.2814108215866,2858.1544276331465,0.9609026409563359,-22.64183979287287,22.662220612541883,0.0,2409.494263553592,9663.953651724738,0.0,920.1858374586101,0.0,9663.953651724738
0,71,32217100,9591.696492226243,74.69448215285715,920.1858374586101,-2278.796168810833,1704.8382834388776,2845.9419445353674,1.355333914783425,-22.787961688108332,22.82823094151746,0.0,2410.1019563432887,9666.390974379101,0.0,920.1858374586101,0.0,9666.390974379101
0,72,32237100,9597.66944525888,70.89718099042926,920.1858374586101,-2292.659072013132,1665.115926702734,2833.5307779946947,1.7525574821448613,-22.926590720131323,22.99347776602386,0.0,2410.6444072789695,9668.566626249309,0.0,920.1858374586101,0.0,9668.566626249309
0,73,32257400,9603.731992587007,67.07828385987528,920.1858374586101,-2305.8456731091615,1625.1536064367776,2821.0013315684037,2.152180684804425,-23.058456731091614,23.158676743710323,0.0,2411.2038121018095,9670.810276446882,0.0,920.1858374586101,0.0,9670.810276446882
0,74,32276600,9609.46602749834,63.238954034255656,920.1858374586101,-2318.2519686165133,1584.933892485668,2808.2570454899796,2.5543778243155213,-23.182519686165133,23.322822836629122,0.0,2411.676215136807,9672.704981532595,0.0,920.1858374586101,0.0,9672.704981532595
0,75,32295600,9615.140332879346,59.380361010627695,920.1858374586101,-2329.9376231346714,1544.4907419924348,2795.3641944832134,2.9588093292478534,-23.299376231346713,23.4864958096496,0.0,2412.12892307261,9674.520693889974,0.0,920.1858374586101,0.0,9674.520693889974
0,76,32313900,9620.605584904208,55.50368015380542,920.1858374586101,-2340.8626954323427,1503.8284582408608,2782.2900982251754,3.3654321667635934,-23.408626954323427,23.64931181991908,0.0,2412.5249983493118,9676.109265058014,0.0,920.1858374586101,0.0,9676.109265058014
0,77,32331500,9625.86178357293,51.61009233833207,920.1858374586101,-2351.0231685419167,1462.962303674172,2769.0374936054072,3.7740937124304805,-23.510231685419168,23.811232165771994,0.0,2412.864735392004,9677.471875911262,0.0,920.1858374586101,0.0,9677.471875911262
0,78,32348800,9631.02838794616,47.70078358877433,920.1858374586101,-2360.4444805573125,1421.913800258854,2755.6373130657194,4.18457874658366,-23.604444805573127,23.972494944533995,0.0,2413.178214398838,9678.729171534935,0.0,920.1858374586101,0.0,9678.729171534935
0,79,32365300,9635.956074198088,43.77694471844753,920.1858374586101,-2369.0870225384433,1380.68970527379,2742.0571443004415,4.596819696434302,-23.690870225384433,24.13271810960243,0.0,2413.428501661652,9679.733018916535,0.0,920.1858374586101,0.0,9679.733018916535
0,80,32380400,9640.465653737729,39.8397709666827,920.1858374586101,-2376.903648380186,1339.2980812124233,2728.257741494069,5.010735937047968,-23.769036483801862,24.291450553623346,0.0,2413.5712184535587,9680.305424704411,0.0,920.1858374586101,0.0,9680.305424704411
0,81,32394900,9644.79604468639,35.890461634744895,920.1858374586101,-2383.949996197072,1297.7664233679639,2714.298302322222,5.426052515492563,-23.83949996197072,24.449208664856314,0.0,2413.6662327719773,9680.686506321135,0.0,920.1858374586101,0.0,9680.686506321135
0,82,32408500,9648.857652748584,31.930219720514437,920.1858374586101,-2390.201626373896,1256.1067691362111,2700.160741546738,5.842649057810091,-23.90201626373896,24.605749927298923,0.0,2413.6915061912046,9680.787872469098,0.0,920.1858374586101,0.0,9680.787872469098
0,83,32420900,9652.56088362882,27.96025155204213,920.1858374586101,-2395.634206362813,1214.3327315708464,2685.8271042008455,6.260389433463737,-23.95634206362813,24.760831991841126,0.0,2413.6250011158445,9680.521135180861,0.0,920.1858374586101,0.0,9680.521135180861
0,84,32432200,9655.93560209226,23.98176642009003,920.1858374586101,-2400.253199531955,1172.4626144394094,2671.3075457763157,6.679090604778107,-24.00253199531955,24.914489629393852,0.0,2413.474465178202,9679.917368512351,0.0,920.1858374586101,0.0,9679.917368512351
0,85,32442300,9658.951943373742,19.995976209769783,920.1858374586101,-2404.049675207486,1130.5129305924447,2656.5982622711203,7.098587443247755,-24.04049675207486,25.06661979158651,0.0,2413.2327544129157,9678.947919583512,0.0,920.1858374586101,0.0,9678.947919583512
0,86,32451200,9661.609907473265,16.004095031390666,920.1858374586101,-2407.022467985773,1088.5012449212554,2641.702504367864,7.518704299959648,-24.07022467985773,25.21718918692295,0.0,2412.900171531686,9677.614002504655,0.0,920.1858374586101,0.0,9677.614002504655
0,87,32458500,9663.790035330177,12.007338850629889,920.1858374586101,-2409.1410601274997,1046.4435703994843,2626.595666185162,7.939281045177358,-24.091410601274998,25.36588749232989,0.0,2412.4472352197927,9675.797374180807,0.0,920.1858374586101,0.0,9675.797374180807
0,88,32464600,9665.611786005133,8.006925118137458,920.1858374586101,-2410.43476674104,1004.360074322869,2611.3090440634887,8.360116005943512,-24.1043476674104,25.512959767620575,0.0,2411.904033510789,9673.61871112327,0.0,920.1858374586101,0.0,9673.61871112327
0,89,32469000,9666.925835672313,4.004072398689217,920.1858374586101,-2410.8663970533426,962.2676669524344,2595.8112117993187,8.781040079647857,-24.108663970533428,25.658026879019335,0.0,2411.2336396157284,9670.929908071003,0.0,920.1858374586101,0.0,9670.929908071003
0,90,32471900,9667.791913862045,1.4048419237284955e-14,920.1858374586101,-2410.4512497866754,920.1858374586102,2580.119610223051,9.201858374586099,-24.104512497866754,25.80119610223051,0.0,2410.4512497866754,9667.791913862045,0.0,920.1858374586101,0.0,9667.791913862045
0,91,32473200,9668.180155809167,-4.004072398689189,920.1858374586101,-2409.1827359079894,878.1333963793953,2564.2308236260474,9.622382785378248,-24.091827359079893,25.94236681507788,0.0,2409.5497220015664,9664.176083410477,0.0,920.1858374586101,0.0,9664.176083410477
0,92,32472700,9668.030831983351,-8.00692511813743,920.1858374586101,-2407.04726617799,836.129894720667,2548.1345612939144,10.04241780196553,-24.0704726617799,26.081369010669814,0.0,2408.514468116083,9660.023906865214,0.0,920.1858374586101,0.0,9660.023906865214
0,93,32470400,9667.343942384598,-12.00733885062986,920.1858374586101,-2404.0466083959363,794.195093419652,2531.834501256323,10.461765814975681,-24.040466083959362,26.218172199857758,0.0,2407.345792137784,9655.336603533968,0.0,920.1858374586101,0.0,9655.336603533968
0,94,32466200,9666.089622247744,-16.004095031390687,920.1858374586101,-2400.1755676536063,752.3492119078879,2515.3274324071076,10.880224630093322,-24.001755676536064,26.352676591902775,0.0,2406.036551766736,9650.085527216354,0.0,920.1858374586101,0.0,9650.085527216354
0,95,32459900,9664.208142042464,-19.995976209769804,920.1858374586101,-2395.4220352804464,710.6135650113749,2498.60328301339,11.297581099058451,-23.954220352804466,26.484712786823163,0.0,2404.572158302972,9644.212165832694,0.0,920.1858374586101,0.0,9644.212165832694
0,96,32451700,9661.759231299082,-23.98176642009005,920.1858374586101,-2389.8040980909695,669.0073052939788,2481.679754075675,11.713643696232413,-23.898040980909695,26.614391057612508,0.0,2402.967807165292,9637.777464878991,0.0,920.1858374586101,0.0,9637.777464878991
0,97,32440900,9658.533836661458,-27.960251552042102,920.1858374586101,-2383.273708637095,627.5566216321677,2464.5123013763173,12.128150532850524,-23.832737086370948,26.741192800164384,0.0,2401.1716782096214,9630.573585109416,0.0,920.1858374586101,0.0,9630.573585109416
0,98,32421000,9652.590748393983,-31.930219720514412,920.1858374586101,-2375.3560914005943,586.3513096577608,2446.6557623195135,12.540203652594593,-23.753560914005945,26.860535432934647,0.0,2398.700075646375,9620.660528673468,0.0,920.1858374586101,0.0,9620.660528673468
0,99,32379200,9640.107276555771,-35.890461634744874,920.1858374586101,-2365.1186952967228,545.5878366029413,2427.2314537948682,12.947838383142788,-23.65118695296723,26.96340414488113,0.0,2394.6001973371535,9604.216814921027,0.0,920.1858374586101,0.0,9604.216814921027
0,100,32315100,9620.963962086167,-39.83977096668267,920.1858374586101,-2352.550673384456,505.3676802570629,2406.21926745882,13.350039946601573,-23.52550673384456,27.049455330191464,0.0,2388.842559564306,9581.124191119485,0.0,920.1858374586101,0.0,9581.124191119485
0,101,32234100,9596.773502303984,-43.7769447184475,920.1858374586101,-2338.0686354367585,465.7113333172094,2383.999158974935,13.746603416000108,-23.380686354367587,27.122418768946407,0.0,2381.829552870582,9552.996557585537,0.0,920.1858374586101,0.0,9552.996557585537
0,102,32149700,9571.567640506253,-47.7007835887743,920.1858374586101,-2322.6767231062454,426.48565932415255,2361.507395217877,14.138860155930676,-23.226767231062453,27.191728200225167,0.0,2374.5667027795957,9523.866856917479,0.0,920.1858374586101,0.0,9523.866856917479
0,103,32079600,9550.63244012686,-51.610092338332095,920.1858374586101,-2307.671043068298,387.4179980325906,2339.9654587654722,14.529536768846295,-23.07671043068298,27.269800201300505,0.0,2368.372270936855,9499.022347788527,0.0,920.1858374586101,0.0,9499.022347788527
0,104,32075600,9549.437849520331,-55.50368015380545,920.1858374586101,-2296.7905509516063,347.5316364407572,2322.9345822187447,14.928400384764629,-22.967905509516065,27.393098063963105,0.0,2367.103645572787,9493.934169366525,0.0,920.1858374586101,0.0,9493.934169366525
0,105,32092800,9554.5745891284,-59.38036101062772,920.1858374586101,-2286.7500076809874,307.4530196086256,2307.325932090102,15.329186553085945,-22.867500076809876,27.53010207286218,0.0,2367.417813504701,9495.194228117773,0.0,920.1858374586101,0.0,9495.194228117773
