zeta_deg,phi_deg,pDC,FDK,FaK,Fwk,FKx,FKy,FK,MKx,MKy,MK,FSKx,FSKy,FAKz,FAKy,Fwky,Fwkz,FAK_inclined
0,306,65960,-10.165966061549184,134.8544519358092,920.1858374586101,25.150988235656882,938.4591000331773,938.79606658971,9.019125748840429,0.25150988235656885,9.02263190506625,0.0,31.088331160569403,124.68848587426002,0.0,920.1858374586101,0.0,124.68848587426002
0,307,66799,-9.915400681830038,138.0732755668444,920.1858374586101,25.519077574037208,939.4158417194132,939.7623885821475,9.00955833197807,0.2551907757403721,9.013171676459871,0.0,31.95334699370685,128.15787488501434,0.0,920.1858374586101,0.0,128.15787488501434
0,308,67705,-9.644825909451553,141.25004074059618,920.1858374586101,25.85689077419615,940.3874545666437,940.7428679011285,8.999842203505764,0.2585689077419615,9.003555829118536,0.0,32.812865377597035,131.60521483114462,0.0,920.1858374586101,0.0,131.60521483114462
0,309,68707,-9.34558096251641,144.38377978361837,920.1858374586101,26.16557538178119,941.3743026221368,941.7378695647607,8.989973722950833,0.26165575381781186,8.993780699619734,0.0,33.66880441960571,135.03819882110196,0.0,920.1858374586101,0.0,135.03819882110196
0,310,69801,-9.018860431631134,147.4735381286414,920.1858374586101,26.444335462650347,942.3752695920482,942.7462286409566,8.979964053251718,0.2644433546265035,8.983856893645353,0.0,34.520628274491834,138.45467769701025,0.0,920.1858374586101,0.0,138.45467769701025
0,311,71056,-8.644057628833124,150.5183746053422,920.1858374586101,26.696523191890943,943.3927710151241,943.7704301121802,8.96978903902096,0.2669652319189094,8.97376096403253,0.0,35.37324010649337,141.87431697650908,0.0,920.1858374586101,0.0,141.87431697650908
0,312,74495,-7.617008354871091,153.51736172703394,920.1858374586101,27.033411806977007,944.5268307807811,944.9136147916971,8.95844844136439,0.2703341180697701,8.962526374408982,0.0,36.37704372039569,145.90035337216284,0.0,920.1858374586101,0.0,145.90035337216284
0,313,85812,-4.237212881353109,156.46958597318772,920.1858374586101,27.75911011146448,946.0716264153073,946.4787850249392,8.943000485019128,0.2775911011146448,8.947307667363988,0.0,37.95579355106508,152.2323730918346,0.0,920.1858374586101,0.0,152.2323730918346
0,314,106987,2.0866511419519433,159.37414806769902,920.1858374586101,28.958245536386727,948.1504901112058,948.5926058549401,8.922211848060144,0.2895824553638673,8.926910006274252,0.0,40.25669860440608,161.46079920965096,0.0,920.1858374586101,0.0,161.46079920965096
0,315,139218,11.712363601699057,162.23016325281685,920.1858374586101,30.66633214672236,950.8521696053324,951.3465574492299,8.895195053118877,0.30666332146722364,8.90047961773768,0.0,43.36874283013278,173.9425268545159,0.0,920.1858374586101,0.0,173.9425268545159
0,316,179040,23.605110384983767,165.036761558649,920.1858374586101,32.67235422134474,954.0190506777158,954.5783528796235,8.863526242395043,0.3267235422134474,8.869545970491505,0.0,47.033701184305,188.64187194363276,0.0,920.1858374586101,0.0,188.64187194363276
0,317,202789,30.697693463589278,167.7930880681635,920.1858374586101,33.75162835753248,956.3800276216097,956.9754070248074,8.839916472956105,0.3375162835753248,8.846357470197505,0.0,49.48931014209401,198.4907815317528,0.0,920.1858374586101,0.0,198.4907815317528
0,318,174401,22.21968392906348,170.49830317760416,920.1858374586101,32.15171950447556,955.8939395135585,956.434502026064,8.844777354036616,0.32151719504475557,8.85061917320977,0.0,48.04999083726329,192.71798710666764,0.0,920.1858374586101,0.0,192.71798710666764
0,319,137821,11.295152832369322,173.15158285224277,920.1858374586101,30.170669582553487,954.8932225710835,955.3697377535299,8.854784523461367,0.3017066958255349,8.859923018132658,0.0,45.987736239188365,184.4467356846121,0.0,920.1858374586101,0.0,184.4467356846121
0,320,103979,1.1883190058432491,175.75211887738755,920.1858374586101,28.357350602937164,953.980811916114,954.4021840070076,8.86390863001106,0.28357350602937165,8.868443501229871,0.0,44.11620599962381,176.9404378832308,0.0,920.1858374586101,0.0,176.9404378832308
0,321,85958,-4.193610324214855,178.29911910457326,920.1858374586101,27.31840723422221,953.9212608732176,954.3123531212221,8.864504140440024,0.2731840723422221,8.868712600668703,0.0,43.40937878820262,174.1055087803584,0.0,920.1858374586101,0.0,174.1055087803584
0,322,80627,-5.785700955064405,180.7918076928575,920.1858374586101,26.86372545662905,954.5698380663546,954.9477658445176,8.858018368508654,0.2686372545662905,8.862090915318891,0.0,43.63392307829446,175.0061067377931,0.0,920.1858374586101,0.0,175.0061067377931
0,323,79401,-6.151842975965089,183.22942534514883,920.1858374586101,26.570373974344772,955.445914649782,955.8152962754338,8.849257602674381,0.26570373974344774,8.853245653194312,0.0,44.150399960407405,177.07758236918374,0.0,920.1858374586101,0.0,177.07758236918374
0,324,79290,-6.184992865296228,185.61122953949672,920.1858374586101,26.295152375340127,956.3780097840629,956.7394277633631,8.839936651331573,0.26295152375340125,8.843846646307222,0.0,44.73598524764627,179.42623667420048,0.0,920.1858374586101,0.0,179.42623667420048
0,325,79353,-6.16617806324342,187.9364947552705,920.1858374586101,25.99473075451685,957.3101603714713,957.6630248565787,8.83061514545749,0.25994730754516854,8.834440358612603,0.0,45.32043003699558,181.77031669202708,0.0,920.1858374586101,0.0,181.77031669202708
0,326,78709,-6.35850715089435,190.20451269416023,920.1858374586101,25.63226048364754,958.1872263864175,958.5300066182577,8.821844485308027,0.2563226048364754,8.825567483210913,0.0,45.837957392798806,183.84600554326587,0.0,920.1858374586101,0.0,183.84600554326587
0,327,78016,-6.565469973475243,192.41459249593072,920.1858374586101,25.23715167354828,959.0476431071817,959.3796410045576,8.813240318100386,0.2523715167354828,8.81685296957194,0.0,46.33739054868142,185.84912252245547,0.0,920.1858374586101,0.0,185.84912252245547
0,328,77370,-6.758396356429437,194.56606094886496,920.1858374586101,24.813845754084124,959.8962916171696,960.2169638167729,8.804753833000506,0.24813845754084124,8.808249698654542,0.0,46.82570993147389,187.80766459243551,0.0,920.1858374586101,0.0,187.80766459243551
0,329,76769,-6.937883595060197,196.6582626948304,920.1858374586101,24.362641700455296,960.732082176535,961.0409315080628,8.796395927406852,0.24362641700455295,8.799769039171558,0.0,47.302603219596826,189.7203790997702,0.0,920.1858374586101,0.0,189.7203790997702
0,330,76021,-7.161272038480843,198.69056042890765,920.1858374586101,23.87680748018038,961.5416811368231,961.838087465283,8.78829993780397,0.2387680748018038,8.791542867457897,0.0,47.753614960360714,191.5292883904268,0.0,920.1858374586101,0.0,191.5292883904268
0,331,75341,-7.364352441590521,200.66233509351966,920.1858374586101,23.36520570851748,962.3377843685162,962.6213918572067,8.78033890548704,0.23365205708517478,8.783447192246875,0.0,48.19459996822128,193.29798265192915,0.0,920.1858374586101,0.0,193.29798265192915
0,332,74755,-7.539359965446803,202.57298606700243,920.1858374586101,22.829155408639107,963.121234217142,963.3917594294767,8.772504407000781,0.22829155408639107,8.775474380597057,0.0,48.62734448316451,195.03362610155563,0.0,920.1858374586101,0.0,195.03362610155563
0,333,74202,-7.704512116799232,204.42193134656057,920.1858374586101,22.26694525169712,963.8871781350989,964.1443403474844,8.764844967821213,0.2226694525169712,8.767672952102231,0.0,49.0471612610211,196.71741922976133,0.0,920.1858374586101,0.0,196.71741922976133
0,334,73666,-7.864587258073919,206.20860772555085,920.1858374586101,21.67864492026291,964.6336464188586,964.8772126280744,8.757380284983615,0.21678644920262913,8.760063117374074,0.0,49.45271849904297,198.34402046747692,0.0,920.1858374586101,0.0,198.34402046747692
0,335,73138,-8.022273218135552,207.93247096504035,920.1858374586101,21.064650918631706,965.3591271317339,965.5889207394971,8.750125477854862,0.21064650918631705,8.75266061435248,0.0,49.8432103522211,199.9101977469048,0.0,920.1858374586101,0.0,199.9101977469048
0,336,72599,-8.183244302365134,209.59299595958677,920.1858374586101,20.425131072808014,966.0614329599506,966.2773298758357,8.743102419572695,0.20425131072808014,8.745487894741611,0.0,50.21709113383608,201.40975165722165,0.0,920.1858374586101,0.0,201.40975165722165
0,337,72048,-8.3477991584143,211.18967689719094,920.1858374586101,19.760898714526416,966.7395974460306,966.9415403157107,8.736320774711894,0.19760898714526418,8.738555372054536,0.0,50.574160269569816,202.84187773877665,0.0,920.1858374586101,0.0,202.84187773877665
0,338,71501,-8.511159423856938,212.7220274133719,920.1858374586101,19.073277464849877,967.3938557634212,967.5818632457257,8.729778191537989,0.19073277464849878,8.73186155781099,0.0,50.91548787469818,204.21086798951495,0.0,920.1858374586101,0.0,204.21086798951495
0,339,70932,-8.681089937635479,214.1895807393182,920.1858374586101,18.36242309993771,968.0215850775386,968.1957280210089,8.723500898396816,0.1836242309993771,8.725433271909205,0.0,51.23902157889972,205.5084908016827,0.0,920.1858374586101,0.0,205.5084908016827
0,340,70336,-8.859083938008078,215.5918898440703,920.1858374586101,17.629181218774516,968.6216147806666,968.7820294838001,8.717500601365535,0.17629181218774517,8.719282971543755,0.0,51.54427761872541,206.73280590606223,0.0,920.1858374586101,0.0,206.73280590606223
0,341,69727,-9.040960357851894,216.9285275706903,920.1858374586101,16.874911074339046,969.1941377605177,969.3410335341841,8.711775371567024,0.16874911074339047,8.713409573009777,0.0,51.83219194910449,207.8875672128384,0.0,920.1858374586101,0.0,207.8875672128384
0,342,69072,-9.236574569670774,218.19908676637843,920.1858374586101,16.099849013478376,969.7360777183997,969.8697157695578,8.706355971988204,0.16099849013478376,8.70784444192708,0.0,52.10020583509891,208.96251219670765,0.0,920.1858374586101,0.0,208.96251219670765
0,343,68445,-9.423826647243963,219.4031804064955,920.1858374586101,15.30675013981598,970.2519612339096,970.3726938027938,8.701197136833105,0.1530675013981598,8.702543379611326,0.0,52.35373291109591,209.97935375925152,0.0,920.1858374586101,0.0,209.97935375925152
0,344,67726,-9.638554308767285,220.54044171245448,920.1858374586101,14.494044811746447,970.7325786847721,970.8407782200911,8.69639096232448,0.14494044811746448,8.697598720514726,0.0,52.5837463822187,210.9018874036872,0.0,920.1858374586101,0.0,210.9018874036872
0,345,66988,-9.858956275671611,221.6105242634446,920.1858374586101,13.66450562465433,971.1824667101307,971.2785915272406,8.691892082070893,0.1366450562465433,8.692966112769756,0.0,52.795595545303435,211.751567987773,0.0,920.1858374586101,0.0,211.751567987773
0,346,66318,-10.05905020226497,222.6131021019547,920.1858374586101,12.820814700450548,971.6073166115732,971.6919012643489,8.68764358305647,0.12820814700450547,8.688589549241039,0.0,52.99567725637542,212.55405189968974,0.0,920.1858374586101,0.0,212.55405189968974
0,347,65570,-10.282438645685618,223.54786983306295,920.1858374586101,11.961332317994785,971.9960598182997,972.0696547949232,8.683756150989204,0.11961332317994786,8.68457991136733,0.0,53.17304403343857,213.26543118737732,0.0,920.1858374586101,0.0,213.26543118737732
0,348,64727,-10.534198616011292,224.41454271746326,920.1858374586101,11.087173473624413,972.3468876116342,972.4100962370076,8.68024787305586,0.11087173473624412,8.680955919670033,0.0,53.32635904222729,213.88034410145198,0.0,920.1858374586101,0.0,213.88034410145198
0,349,63729,-10.832248972339908,225.21285675819937,920.1858374586101,10.19894855333597,972.6548791973493,972.7083491869512,8.677167957198709,0.10198948553335971,8.677767317265161,0.0,53.45108878755558,214.38060778585947,0.0,920.1858374586101,0.0,214.38060778585947
0,350,62443,-11.216309852338505,225.94256878108095,920.1858374586101,9.296649250634104,972.9097553370939,972.954171437367,8.674619195801263,0.09296649250634104,8.675117345655485,0.0,53.53726929669105,214.72625892874245,0.0,920.1858374586101,0.0,214.72625892874245
0,351,61019,-11.641584108262302,226.603456508757,920.1858374586101,8.384263830478607,973.1219959177295,973.1581139870768,8.672496789994906,0.08384263830478608,8.672902061044494,0.0,53.59601433304599,214.9618724004947,0.0,920.1858374586101,0.0,214.9618724004947
0,352,60824,-11.699820400330518,227.19531862842354,920.1858374586101,7.4776401973413975,973.3920121136559,973.4207334701642,8.669796628035641,0.07477640197341398,8.67011909271091,0.0,53.72906219490662,215.49549822809303,0.0,920.1858374586101,0.0,215.49549822809303
0,353,62298,-11.259613761825127,227.71797485314542,920.1858374586101,6.57718254322546,973.7526906106654,973.774903045728,8.666189843065547,0.0657718254322546,8.666439426262272,0.0,53.969130869606936,216.45836109132028,0.0,920.1858374586101,0.0,216.45836109132028
0,354,64387,-10.63573881756613,228.1712659767734,920.1858374586101,5.669383278937841,974.1264162051002,974.1429138762729,8.6624525871212,0.05669383278937841,8.66263810942135,0.0,54.237698534043645,217.53552715920728,0.0,920.1858374586101,0.0,217.53552715920728
0,355,65927,-10.175821434053036,228.5550539224402,920.1858374586101,4.7454609273336015,974.4267040587434,974.4382591945982,8.659449708584766,0.047454609273336015,8.659579735498143,0.0,54.44805789875621,218.37923248838717,0.0,920.1858374586101,0.0,218.37923248838717
0,356,64447,-10.617819958468218,228.8692217846197,920.1858374586101,3.7958812593842923,974.469468499172,974.4768615783516,8.659022064180482,0.03795881259384292,8.659105264368712,0.0,54.41618613503887,218.2514018261515,0.0,920.1858374586101,0.0,218.2514018261515
0,357,57512,-12.688941422535303,229.11367386473768,920.1858374586101,2.824087257490903,974.072632436865,974.076726306158,8.662990424803551,0.02824087257490903,8.663036456527342,0.0,53.96074630568406,216.42473244220238,0.0,920.1858374586101,0.0,216.42473244220238
0,358,45083,-16.400833084667937,229.28833570032248,920.1858374586101,1.8524239589891507,973.2323191355649,973.2340820606901,8.671393557816552,0.01852423958989151,8.671413343970796,0.0,53.078815857433554,212.88750261565454,0.0,920.1858374586101,0.0,212.88750261565454
0,359,32183,-20.253387790719184,229.39315408768695,920.1858374586101,0.9100452665200541,972.322295859798,972.3227217382384,8.680493790574221,0.00910045266520054,8.680498560937403,0.0,52.14440024591252,209.13976629696776,0.0,920.1858374586101,0.0,209.13976629696776
5,0,29759,-20.97730969827486,230.30447515692913,920.1858374586101,0.0,986.9208382386721,986.9208382386721,8.46447666832088,0.0,8.46447666832088,0.0,51.99252112048101,208.53061239648494,18.244064582810946,916.6842525353801,80.199480129581,209.32716545865426
5,1,37992,-18.518543582389594,230.26786862988143,920.1797232240427,-1.2399813473508132,987.7166453799067,987.717423717066,8.456396777547358,-0.012399813473508133,8.45640586861153,0.0,52.59413526503736,210.94355493681704,18.45516970082945,916.6781615673212,80.19894723892597,211.74932504749185
5,2,121702,6.4812513357150525,230.1580629957601,920.1613823827958,-2.7710468045016583,996.0122886710358,996.0161433852904,8.373074923659889,-0.027710468045016583,8.37312077706164,0.0,58.77629175055885,235.73883029708156,20.624475203856267,916.6598905185124,80.19734872928446,236.63931433147516
5,3,311893,63.28134684723388,229.97510008797516,920.1308205216671,-5.149742706892211,1014.8923894513341,1014.9054547179188,8.183665004576506,-0.051497427068922116,8.183827032148523,0.0,72.83881180728858,292.1405176180786,25.558983448177347,916.6294449544923,80.19468508757805,293.25644693520906
5,4,576200,142.2160117071011,229.7190496033656,920.0880469500959,-8.70541416358199,1041.0800567291135,1041.1164530228373,7.920936115694355,-0.0870541416358199,7.9214144805386315,0.0,92.38094581876618,370.5197361119153,32.416276522409504,916.5868341492745,80.19095712517779,371.9350613104667
5,5,897934,238.30111525723228,229.3900090639552,920.0330746973261,-13.677065776919928,1072.8616482610253,1072.9488237738228,7.602024939040213,-0.13677065776919928,7.603255183578674,0.0,116.16476344984365,465.91141839333443,40.76196731670043,916.5320710825232,80.18616597765713,467.6911243211875
5,6,1302380,359.08796336913946,228.98810376345642,919.9659205084387,-20.625565760293398,1112.7043221535646,1112.8954679133867,7.202260227176328,-0.206255657602934,7.205212958425256,0.0,146.06588339285614,585.8382601521374,51.25420642306308,916.4651724355988,80.18031310444603,588.0760671325959
5,7,1769840,498.6937946009779,228.5134866985672,919.8866048392499,-29.73654372535836,1158.5708722564102,1158.952427010578,6.742014449165447,-0.2973654372535836,6.748569110265426,0.0,180.623187865228,724.4400380443194,63.380290733167044,916.3861585864774,80.17340028838635,727.2072812995451
5,8,2314600,661.3850893039607,227.96633848511857,919.795151850081,-41.530437843296305,1211.7994735910925,1212.51092426547,6.207906336159928,-0.4153043784329631,6.221782606719731,0.0,220.8964268519022,885.9671771038046,77.51208425264748,916.2950536035427,80.16542963518883,889.3514277890793
5,9,2923430,843.210739046998,227.34686725914503,919.6915893983985,-56.19274942608528,1270.9789420409563,1272.2205375639915,5.61404828435554,-0.5619274942608528,5.642100730036789,0.0,265.9042787619352,1066.4838114039699,93.30524333176692,916.1918852382552,80.15640357279167,1070.557606306143
5,10,3606170,1047.1094367221476,226.6553085629598,919.5759490303284,-74.21595045370816,1336.976255450462,1339.0345458352024,4.951771143829347,-0.7421595045370816,5.007078808151088,0.0,316.3767123901598,1268.9176858692067,111.01591246110516,916.0766849166984,80.14632485062091,1273.7647452851074
5,11,4358030,1271.6506600780926,225.891925216333,919.448265971047,-95.8773066010849,1409.195470445034,1412.4533025356552,4.22703505014978,-0.958773066010849,4.334405507944844,0.0,371.9584809938062,1491.8439836369125,130.5194363175839,915.9494877300061,80.13519653875296,1497.5425852944256
5,12,5194760,1521.5381096280353,225.05700717287948,919.3085791140511,-121.84534753958346,1489.0476231582645,1494.0244685915686,3.425730416890829,-1.2184534753958347,3.6359672387021313,0.0,433.81795812420285,1739.9487950700043,152.22579468421648,915.8103324236737,80.1230220269794,1746.5951168009146
5,13,6098590,1791.464816602477,224.15087136177948,919.1569310093104,-152.13654949313246,1574.6350551120959,1581.9674732685085,2.566834676594147,-1.5213654949313247,2.9838219159550747,0.0,500.6370816593973,2007.9456617405385,175.67248237835676,915.6592613857554,80.10980502377444,2015.6156879642565
5,14,7068990,2081.272497746053,223.1738615149643,918.9933678503066,-187.0594182686289,1665.750668864076,1676.2209033370616,1.6524197240382934,-1.8705941826862889,2.495919377842677,0.0,572.376622701459,2295.6772451326515,200.84573406353067,915.4963206339527,80.09554955516532,2304.4463592610173
5,15,8106420,2391.098530978514,222.12634797991296,918.8179394599628,-226.93987635688157,1762.2727086288785,1776.8249230183148,0.6837041097431626,-2.2693987635688155,2.3701523279669936,0.0,649.0707950595586,2603.280769339829,227.75755529228084,915.3215598015973,80.08025996350587,2613.2248789584273
5,16,9211340,2721.0802942196106,221.00872751821692,918.6306992754658,-272.1019685279157,1864.0673673643291,1883.8223460160323,-0.337973031192659,-2.721019685279157,2.741928864411008,0.0,730.7538191035834,2930.893484769154,256.41995391929134,915.1350321225317,80.06394090615382,2942.0890217378274
5,17,10422100,3082.670924909425,219.8214230900834,918.4317043319895,-323.9775815460026,1974.6197153447956,2001.0208628529485,-1.447461265150082,-3.2397758154600265,3.548420979611855,0.0,820.2705213982658,3289.9253675656705,287.83117350835477,914.9367944148936,80.04659735405212,3302.4923479995086
5,18,12055900,3570.60145814559,218.56488362495702,918.2210152453217,-392.88353989546044,2123.8981098272047,2159.930706492308,-2.944442956995861,-3.9288353989546043,4.909734404128325,0.0,941.150235431022,3774.747419859514,330.24760691143877,914.7269070638093,80.02823459021477,3789.166341770547
5,19,14575100,4322.954622136622,217.23958377845216,917.998696193399,-495.9685599590557,2354.902720821302,2406.564280670564,-5.258918528153039,-4.959685599590557,7.228741614730552,0.0,1127.6899614290635,4522.91739623946,395.70399823514236,914.5054340029992,80.00885820811749,4540.194205915074
5,20,18193200,5403.491690505925,215.84602367580092,917.7648148967585,-644.8736283698948,2686.048175043361,2762.37520898605,-8.57503289652755,-6.448736283698949,10.729277181302802,0.0,1395.7267999475982,5597.954437654825,489.757552229436,914.2724426953031,79.988474109994,5619.337714181726
5,21,22675800,6742.209653710989,214.38472864202933,917.5194425979084,-836.4955649202818,3093.1734529508203,3204.2856988993667,-12.651174447265603,-8.364955649202818,15.166565132167412,0.0,1727.8735875423158,6930.122440474898,606.3071503881637,914.02800411213,79.96708850503802,6956.594382353019
5,22,27498300,8182.437953705728,212.8562489190892,917.2626540396283,-1055.2348756830777,3525.5701607814053,3680.1040204660117,-16.98025775357724,-10.552348756830778,19.992028853113133,0.0,2085.216747602869,8363.347573575213,731.6981018148747,913.7721927118407,79.94470790751201,8395.294202624818
5,23,31581900,9401.995503909673,211.26115937017926,916.9945274422004,-1260.3360200777045,3882.6706810500186,4082.1046656094845,-20.556605082158875,-12.603360200777045,24.112625341392647,0.0,2387.7333312522455,9576.675319354534,837.8505247120295,913.5050864170656,79.92133913476277,9613.256663279852
5,24,32528600,9684.725235709573,209.60005917150377,916.7151444795837,-1350.3218140397853,3946.0992175293777,4170.739507096753,-21.19645684347438,-13.503218140397854,25.132184204013022,0.0,2457.5449428164297,9856.674399955575,862.3472700623022,913.2267665909698,79.89698930514488,9894.325294881077
5,25,32571000,9697.387896138765,207.87357149172317,916.4245902545354,-1404.5978605616472,3925.1071505198406,4168.856113246935,-20.992325144949035,-14.045978605616472,25.258013183556127,0.0,2460.2612610324877,9867.568957265956,863.300420321094,912.9373180124685,79.87166583585233,9905.26146763049
5,26,32483700,9671.315956151302,206.08234315936326,916.1229532726866,-1452.8551842164516,3891.431394307789,4153.796634755833,-20.661577366069842,-14.528551842164516,25.258258013658654,0.0,2453.340628613959,9839.811816713709,860.8719851908767,912.6368288504024,79.84537644065914,9877.398299310666
5,27,32414500,9650.649538658376,204.2270443184582,915.810325415584,-1501.1903146717198,3858.5772729739815,4140.312902713454,-20.339264917006197,-15.011903146717199,25.27929851579305,0.0,2447.7467019509263,9817.37580231002,858.9090882758495,912.3253906366809,79.81812912756975,9854.876582976834
5,28,32405700,9648.021439324015,202.3083680727118,915.4868019127019,-1551.664634564552,3830.2598418058997,4132.620669007658,-20.06253645329096,-15.51664634564552,25.362801161454215,0.0,2446.617377312813,9812.846328583704,858.5128106730583,912.0030982384018,79.78993219637974,9850.329807396727
5,29,32406900,9648.379816505972,200.32703011846903,915.1524813124329,-1602.0949033240254,3801.9257639024477,4125.693589383733,-19.78585664244546,-16.020949033240253,25.458808514953816,0.0,2446.21426755854,9811.229543667143,858.3713603214995,911.6700498289509,79.76079423614745,9848.706846624442
5,30,32379400,9640.167006086096,198.28376836680218,914.8074654520705,-1650.5721784685618,3770.2012215252944,4115.678044639215,-19.475485278090936,-16.50572178468562,25.529069282889697,0.0,2443.666872203409,9801.012498946606,857.4774847337151,911.3263468581002,79.73072412257784,9838.450774452898
5,31,32364000,9635.567832250965,196.17934255501856,914.4518594267882,-1699.0565634955979,3738.6770719998085,4106.640896725026,-19.167328839575994,-16.990565634955978,25.613781748117333,0.0,2442.0018372545915,9794.334408520219,856.8932275274052,910.9720940211047,79.69973101531882,9831.747174805983
5,32,32356900,9633.447433924379,194.0145338479097,914.0857715576259,-1747.3861080690328,3707.009723536339,4098.204399620108,-18.857949250827204,-17.47386108069033,25.709104827162662,0.0,2440.937480811811,9790.065507993027,856.5197471255561,910.6073992268094,79.66782435517108,9827.46196777229
5,33,32355400,9632.999462446931,191.79014442906657,913.709313358495,-1795.4355608426486,3674.9606884931623,4090.1008441245667,-18.544959413635986,-17.954355608426486,25.812291741866733,0.0,2440.2737218580337,9787.403316236754,856.2868355267501,910.232373564782,79.63501386121237,9824.789606875998
5,34,32357100,9633.507163454706,189.5069970825933,913.32259950221,-1843.0801447239346,3642.32581567999,4082.092817103073,-18.226315531370453,-18.430801447239347,25.920899286803994,0.0,2439.8327378555,9785.634626007397,856.1320951823922,909.8471312714723,79.60130952783705,9823.0141605373
5,35,32359200,9634.134323523132,187.16593476555866,912.9257477855574,-1890.1579142894896,3608.877047415782,4073.903592908851,-17.89973468024953,-18.901579142894896,26.032099333677394,0.0,2439.4070401269514,9783.927245674286,855.9827187589178,909.4517896954144,79.56672162171151,9821.300258288691
5,36,32365400,9635.985938963251,184.7678201715317,912.5188790934147,-1936.8737188932246,3574.924438181883,4065.902672427037,-17.568314996589184,-19.368737188932247,26.1494487917682,0.0,2439.2713010854386,9783.38282611465,855.935088219248,909.0464692614823,79.53126067864704,9820.753759134783
5,37,32372700,9638.166066820164,182.3135352855525,912.1021173619267,-1983.0493489440091,3540.2266629680794,4057.7936795181395,-17.229640760996666,-19.83049348944009,26.2699256334639,0.0,2439.2032061724217,9783.10971233585,855.9111938597504,908.6312934342064,79.4949375003904,9820.479602105717
5,38,32380500,9640.495518502892,179.80398093089644,911.6755895407545,-2028.637788008433,3504.7443501922367,4049.519012813763,-16.883315728319047,-20.28637788008433,26.392867928205153,0.0,2439.158472408633,9782.930295008962,855.8954968776075,908.206388680166,79.4577631513336,9820.299499433788
5,39,32389300,9643.123617837253,177.2400763079945,911.239425554404,-2073.658207772812,3468.526508833682,4041.130349932494,-16.529827399747518,-20.736582077728123,26.51869208938855,0.0,2439.1744170419256,9782.994245440164,855.9010918153652,907.7718844294651,79.41974895514343,9820.363694145248
5,40,32398000,9645.72185240645,174.62275852587726,910.7937582626505,-2118.0295942510675,3431.497291205874,4032.520678394172,-16.16841465133259,-21.180295942510675,26.646248676873082,0.0,2439.169677168108,9782.975234844629,855.8994286037691,907.3279130363073,79.38090649131233,9820.344610932327
5,41,32406700,9648.320086975647,171.95298212651605,910.3387234200686,-2161.744089432488,3393.6767147185633,4023.702169920045,-15.799274952412027,-21.617440894324883,26.775564230124896,0.0,2439.151907663096,9782.90396525273,855.8931933224237,906.8746097386803,79.34124759163103,9820.273069102164
5,42,32415200,9650.858592014518,169.23171860243653,909.8744596346794,-2204.7744940660646,3355.0622581031325,4014.6573110830223,-15.422380328688135,-22.047744940660646,26.906372330195943,0.0,2439.106514250438,9782.721902218731,855.8772648709017,906.4121126171596,79.3007843365846,9820.090310616954
5,43,32423200,9653.247773227573,166.45995590798606,909.4011083257292,-2247.085986026178,3315.6452627022827,4005.3587775223496,-15.037641375965856,-22.47085986026178,27.038309877129603,0.0,2439.0114889549486,9782.340776575378,855.8439206977292,905.9405625528485,79.25952905167247,9819.707729135558
5,44,32430400,9655.398036319322,163.63869796463837,908.9188136806121,-2288.6424928242,3275.41878193314,3995.7793553950078,-14.644985755642102,-22.886424928242,27.17101495673316,0.0,2438.844827767343,9781.672335061769,855.7854396430583,905.4601031844649,79.21749430365406,9819.03673428396
5,45,32436900,9657.33924605493,160.76896416072225,908.4277226109494,-2329.4351028427986,3234.4059837073855,3985.9315054072845,-14.244642219782119,-23.294351028427986,27.304516509274126,0.0,2438.614201670025,9780.74734430787,855.704513438226,904.9708808645868,79.17469289672088,9818.108210215652
5,46,32442500,9659.011672904067,157.8517888459633,907.9279847078379,-2369.4341297279866,3192.6089863381562,3975.798062624279,-13.836628971080131,-23.694341297279866,27.438551543317956,0.0,2438.3050319989657,9779.507332485959,855.5960264611706,904.4730446150716,79.13113786859604,9816.86346175003
5,47,32447000,9660.355587336411,154.88822082123113,907.4197521962842,-2408.609277387546,3150.031233856683,3965.3619538939965,-13.420977416933548,-24.086092773875464,27.57285802991007,0.0,2437.9027436795036,9777.893842164476,855.4548643493321,903.9667460816639,79.08684248656307,9815.243808157642
5,48,32450400,9661.37098935196,151.87932282388383,906.9031798888346,-2446.944584472971,3106.6909395199623,3954.625948579338,-12.99786660544359,-24.469445844729712,27.707369348984862,0.0,2437.40760067353,9775.907932036744,855.2811197263742,903.4521394878017,79.04182024342443,9813.250312175845
5,49,32452500,9661.998149420388,148.82617100910554,906.3784251384182,-2484.4093845409216,3062.5935108752356,3943.573126347488,-12.567347476999585,-24.844093845409216,27.841825040883148,0.0,2436.8050347006233,9773.491171921412,855.0696806138211,902.9293815876383,78.99608485339152,9810.824320429492
5,50,32454800,9662.685039019141,145.7298544276321,905.8456477904151,-2521.103026757242,3017.855251530221,3932.354357215669,-12.130579882936319,-25.21103026757242,27.977616328928953,0.0,2436.2065830710285,9771.090913535789,854.859685215546,902.3986316182943,78.94965024790719,9808.414893446774
5,51,32454000,9662.446120897835,142.59147450026052,905.3050101339667,-2556.7581962205804,2972.282015291245,3920.646994102491,-11.685619127885417,-25.567581962205804,28.111473490304864,0.0,2435.367732366958,9767.726467125822,854.5653342956333,901.8600512513516,78.90253057140207,9805.037595398097
