%time	revolution	shaft_angle	e_1	e_2	e_3	e_4	e_1_velocity	e_2_velocity	e_3_velocity	e_4_velocity	variable_gap_length	lout	pos_A	pos_B	zRK	Stroke	lA	lB	z_A	z_B	Piston_Velocity	Piston_Leakage	Poiseuille_Leakage	Couette_Leakage	MTK	MTKtan	Axial_Friction	FTKy_p	FTKy_c	Circumferential_Friction	FTKx_p	FTKx_c	FTG	pDC	FTby	FTby_p	FTby_c	FTbx	FTbx_p	FTbx_c	High_Pressure	Low_Pressure	F_1	F_2	F_3	F_4	F_Fluid_1	F_Fluid_2	F_Fluid_3	F_Fluid_4	F_Contact_1	F_Contact_2	F_Contact_3	F_Contact_4	dF_1	dF_2	dF_3	dF_4	Total_Leakage	Total_Torque_Loss	MFT	Total_Mechanical_Power_Loss	Total_Volumetric_Power_Loss	Mechanical_Power_Loss	Volumetric_Power_Loss
3.70370370e-004	2.77777778e-002	1.00000000e+001	6.24534238e-007	-6.81326745e-006	-8.16503843e-007	9.32483027e-006	1.74365764e-003	-1.71775446e-002	-2.43259673e-003	2.35337391e-002	3.41000000e-002	2.87113632e-002	2.12013632e-002	0.00000000e+000	6.33110000e-002	-1.56636823e-004	3.68800000e-003	0.00000000e+000	5.29762776e-002	1.88762776e-002	-8.61705056e-001	-3.07478543e-007	4.91344311e-008	-3.56612974e-007	5.75100604e-003	-1.08621779e-001	3.15665271e+000	1.05989489e+000	2.09675782e+000	-1.11397241e+001	1.95281333e-002	-1.11592522e+001	4.04452985e+001	3.51042000e+001	-1.03686292e+000	1.05989489e+000	-2.09675782e+000	1.11787803e+001	1.95281333e-002	1.11592522e+001	3.20503000e+002	1.01719000e+000	1.00064733e+002	-7.32446717e+002	-2.16877147e+002	2.12912723e+003	-1.00099838e+002	7.32096432e+002	2.16814115e+002	-2.12944680e+003	0.00000000e+000	0.00000000e+000	0.00000000e+000	-0.00000000e+000	3.51044765e-002	3.50285403e-001	6.30316999e-002	3.19576945e-001	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	8.28695949e+001	-1.04863097e+000
4.07407407e-004	3.05555556e-002	1.10000000e+001	6.89114151e-007	-7.44947281e-006	-9.06600018e-007	1.01964502e-005	1.82945884e-003	-1.73751495e-002	-2.59348486e-003	2.35932880e-002	3.41000000e-002	2.86785576e-002	2.11685576e-002	0.00000000e+000	6.32780000e-002	-1.89442358e-004	3.72100000e-003	0.00000000e+000	5.29762776e-002	1.88762776e-002	-9.46930283e-001	-3.46970100e-007	6.32755140e-008	-4.10245614e-007	7.39678976e-003	-1.09667007e-001	3.69485705e+000	1.36740027e+000	2.32745678e+000	-1.12469177e+001	2.52926216e-002	-1.12722103e+001	4.12118746e+001	4.25129000e+001	-9.60056506e-001	1.36740027e+000	-2.32745678e+000	1.12975029e+001	2.52926216e-002	1.12722103e+001	3.20518000e+002	1.01261000e+000	1.18848334e+002	-7.90516797e+002	-2.57745043e+002	2.25664279e+003	-1.18949472e+002	7.90295653e+002	2.57643163e+002	-2.25690868e+003	0.00000000e+000	0.00000000e+000	0.00000000e+000	-0.00000000e+000	1.01138559e-001	2.21144128e-001	1.01880119e-001	2.65893064e-001	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	8.88751176e+001	-1.44037351e+000
4.44444444e-004	3.33333333e-002	1.20000000e+001	7.56871886e-007	-8.09299686e-006	-1.00265501e-006	1.10702757e-005	2.02911074e-003	-1.77614680e-002	-2.84160723e-003	2.37782833e-002	3.41000000e-002	2.86426629e-002	2.11326629e-002	0.00000000e+000	6.32420000e-002	-2.25337127e-004	3.75700000e-003	0.00000000e+000	5.29762776e-002	1.88762776e-002	-1.03188597e+000	-3.83777706e-007	8.14327206e-008	-4.65210427e-007	9.36319032e-003	-1.10828758e-001	4.29237989e+000	1.72835944e+000	2.56402045e+000	-1.13660613e+001	2.94873793e-002	-1.13955486e+001	4.20752690e+001	5.06945000e+001	-8.35661014e-001	1.72835944e+000	-2.56402045e+000	1.14250360e+001	2.94873793e-002	1.13955486e+001	3.20516000e+002	1.00936000e+000	1.41083951e+002	-8.54072176e+002	-3.06170861e+002	2.39637753e+003	-1.41316366e+002	8.54027919e+002	3.05864382e+002	-2.39643329e+003	0.00000000e+000	0.00000000e+000	0.00000000e+000	-0.00000000e+000	2.32414746e-001	4.42562643e-002	3.06478826e-001	5.57649358e-002	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	9.54593400e+001	-1.90716412e+000
4.81481481e-004	3.61111111e-002	1.30000000e+001	8.32024135e-007	-8.75082901e-006	-1.10789973e-006	1.19509529e-005	2.29302461e-003	-1.82227470e-002	-3.17566027e-003	2.40565031e-002	3.41000000e-002	2.86036884e-002	2.10936884e-002	0.00000000e+000	6.32030000e-002	-2.64311570e-004	3.79600000e-003	0.00000000e+000	5.29762776e-002	1.88762776e-002	-1.11654787e+000	-4.18807620e-007	1.02454429e-007	-5.21262049e-007	1.16538333e-002	-1.12103901e-001	4.93780551e+000	2.13030178e+000	2.80750373e+000	-1.14968337e+001	3.47367174e-002	-1.15315704e+001	4.30531431e+001	5.97611000e+001	-6.77201942e-001	2.13030178e+000	-2.80750373e+000	1.15663072e+001	3.47367174e-002	1.15315704e+001	3.20495000e+002	1.00713000e+000	1.67290730e+002	-9.23849342e+002	-3.63305363e+002	2.54997943e+003	-1.67459083e+002	9.23789256e+002	3.63214573e+002	-2.55016700e+003	0.00000000e+000	0.00000000e+000	0.00000000e+000	-0.00000000e+000	1.68353343e-001	6.00863452e-002	9.07909509e-002	1.87575222e-001	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	1.03125077e+002	-2.46095964e+000
5.18518519e-004	3.88888889e-002	1.40000000e+001	9.16950972e-007	-9.42574557e-006	-1.22551677e-006	1.28419345e-005	2.60692934e-003	-1.87115641e-002	-3.57856684e-003	2.43768228e-002	3.41000000e-002	2.85616447e-002	2.10516447e-002	0.00000000e+000	6.31610000e-002	-3.06355302e-004	3.83800000e-003	0.00000000e+000	5.29762776e-002	1.88762776e-002	-1.20089179e+000	-4.52428968e-007	1.25774633e-007	-5.78203601e-007	1.42847716e-002	-1.13499070e-001	5.62796432e+000	2.56910365e+000	3.05886067e+000	-1.16399155e+001	4.16563612e-002	-1.16815718e+001	4.41294610e+001	6.95060000e+001	-4.89757017e-001	2.56910365e+000	-3.05886067e+000	1.17232282e+001	4.16563612e-002	1.16815718e+001	3.20455000e+002	1.00536000e+000	1.97372844e+002	-9.97983385e+002	-4.28968934e+002	2.71345205e+003	-1.97471889e+002	9.97931247e+002	4.28906244e+002	-2.71356311e+003	0.00000000e+000	0.00000000e+000	0.00000000e+000	-0.00000000e+000	9.90456429e-002	5.21386904e-002	6.26899174e-002	1.11061596e-001	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	1.11915045e+002	-3.09940989e+000
5.55555556e-004	4.16666667e-002	1.50000000e+001	1.01350391e-006	-1.01187665e-005	-1.35805629e-006	1.37447798e-005	2.96908647e-003	-1.92200528e-002	-4.04955034e-003	2.47252201e-002	3.41000000e-002	2.85165429e-002	2.10065429e-002	0.00000000e+000	6.31160000e-002	-3.51457113e-004	3.88300000e-003	0.00000000e+000	5.29762776e-002	1.88762776e-002	-1.28489359e+000	-4.84621763e-007	1.51246422e-007	-6.35868185e-007	1.72851215e-002	-1.15014703e-001	6.36545449e+000	3.04631147e+000	3.31914302e+000	-1.17953515e+001	5.15360611e-002	-1.18468875e+001	4.53108164e+001	7.99327000e+001	-2.72831548e-001	3.04631147e+000	-3.31914302e+000	1.18984236e+001	5.15360611e-002	1.18468875e+001	3.20396000e+002	1.00403000e+000	2.31582728e+002	-1.07631944e+003	-5.03741918e+002	2.88651018e+003	-2.31670687e+002	1.07624054e+003	5.03693627e+002	-2.88675604e+003	0.00000000e+000	0.00000000e+000	0.00000000e+000	-0.00000000e+000	8.79591129e-002	7.88998850e-002	4.82903961e-002	2.45860707e-001	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	1.21805960e+002	-3.82525042e+000
5.92592593e-004	4.44444444e-002	1.60000000e+001	1.12347008e-006	-1.08306203e-005	-1.50803963e-006	1.46605287e-005	3.37467495e-003	-1.97268813e-002	-4.58060050e-003	2.50803822e-002	3.41000000e-002	2.84683950e-002	2.09583950e-002	0.00000000e+000	6.30680000e-002	-3.99604972e-004	3.93100000e-003	0.00000000e+000	5.29762776e-002	1.88762776e-002	-1.36852925e+000	-5.15603407e-007	1.78526305e-007	-6.94129713e-007	2.06693573e-002	-1.16661352e-001	7.14730158e+000	3.55782678e+000	3.58947481e+000	-1.19642238e+001	6.45757362e-002	-1.20287996e+001	4.66046363e+001	9.10454000e+001	-3.16480274e-002	3.55782678e+000	-3.58947481e+000	1.20933753e+001	6.45757362e-002	1.20287996e+001	3.20317000e+002	1.00310000e+000	2.70168198e+002	-1.15869450e+003	-5.88199666e+002	3.06885344e+003	-2.70166511e+002	1.15845763e+003	5.88183000e+002	-3.06918489e+003	0.00000000e+000	0.00000000e+000	0.00000000e+000	-0.00000000e+000	-1.68737013e-003	2.36872454e-001	1.66653963e-002	3.31451152e-001	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	1.32881177e+002	-4.64277151e+000
6.29629630e-004	4.72222222e-002	1.70000000e+001	1.24845804e-006	-1.15612455e-005	-1.67769150e-006	1.55894317e-005	3.83103379e-003	-2.02362792e-002	-5.18203696e-003	2.54432984e-002	3.41000000e-002	2.84172140e-002	2.09072140e-002	0.00000000e+000	6.30170000e-002	-4.50786027e-004	3.98200000e-003	0.00000000e+000	5.29762776e-002	1.88762776e-002	-1.45177479e+000	-5.45256651e-007	2.07631738e-007	-7.52888388e-007	2.44759441e-002	-1.18431656e-001	7.97916276e+000	4.10811097e+000	3.87105179e+000	-1.21457777e+001	8.27788612e-002	-1.22285565e+001	4.80195137e+001	1.02851000e+002	2.37059179e-001	4.10811097e+000	-3.87105179e+000	1.23113354e+001	8.27788612e-002	1.22285565e+001	3.20217000e+002	1.00257000e+000	3.13378507e+002	-1.24495718e+003	-6.82926078e+002	3.26020915e+003	-3.13504243e+002	1.24486479e+003	6.82803833e+002	-3.26049305e+003	0.00000000e+000	0.00000000e+000	0.00000000e+000	-0.00000000e+000	1.25735370e-001	9.23929612e-002	1.22245295e-001	2.83901544e-001	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	1.45071381e+002	-5.55349351e+000
6.66666667e-004	5.00000000e-002	1.80000000e+001	1.39034818e-006	-1.23107373e-005	-1.86961880e-006	1.65317761e-005	4.41001680e-003	-2.09472525e-002	-5.95508419e-003	2.60585096e-002	3.41000000e-002	2.83630134e-002	2.08530134e-002	0.00000000e+000	6.29630000e-002	-5.04986608e-004	4.03600000e-003	0.00000000e+000	5.29762776e-002	1.88762776e-002	-1.53460633e+000	-5.65450713e-007	2.46611107e-007	-8.12061820e-007	2.91298171e-002	-1.20387606e-001	8.98480393e+000	4.81774287e+000	4.16706106e+000	-1.23463705e+001	1.06754436e-001	-1.24531249e+001	4.98879129e+001	1.17920000e+002	6.50681811e-001	4.81774287e+000	-4.16706106e+000	1.25598793e+001	1.06754436e-001	1.24531249e+001	3.20040000e+002	1.00240000e+000	3.68277063e+002	-1.35508944e+003	-8.03375558e+002	3.50422679e+003	-3.68297326e+002	1.35490106e+003	8.03405168e+002	-3.50466421e+003	0.00000000e+000	0.00000000e+000	0.00000000e+000	-0.00000000e+000	2.02632106e-002	1.88382553e-001	-2.96098406e-002	4.37423407e-001	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	1.58986572e+002	-6.61124974e+000
7.03703704e-004	5.27777778e-002	1.90000000e+001	1.55368213e-006	-1.30865615e-005	-2.09017747e-006	1.74969061e-005	5.26575111e-003	-2.22207850e-002	-7.11846718e-003	2.73749045e-002	3.41000000e-002	2.83058078e-002	2.07958078e-002	0.00000000e+000	6.29050000e-002	-5.62192226e-004	4.09400000e-003	0.00000000e+000	5.29762776e-002	1.88762776e-002	-1.61700008e+000	-5.61060101e-007	3.10557230e-007	-8.71617331e-007	3.55278966e-002	-1.22674311e-001	1.04011363e+001	5.91598007e+000	4.48515627e+000	-1.25808838e+001	1.39874501e-001	-1.27207583e+001	5.28925866e+001	1.41011000e+002	1.43082380e+000	5.91598007e+000	-4.48515627e+000	1.28606328e+001	1.39874501e-001	1.27207583e+001	3.19676000e+002	1.00259000e+000	4.49422699e+002	-1.52542886e+003	-9.81459291e+002	3.88054517e+003	-4.49607988e+002	1.52568043e+003	9.81619891e+002	-3.88158579e+003	0.00000000e+000	0.00000000e+000	0.00000000e+000	-0.00000000e+000	1.85288841e-001	-2.51571081e-001	-1.60599906e-001	1.04061357e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	1.76923362e+002	-7.85545858e+000
