PDC
29759.8
30303.2
31223.4
32628.9
34738.0
37992.6
42418.5
51579.5
69428.4
95854.9
121702.0
154427.0
189513.0
227743.0
268458.0
311893.0
357701.0
406254.0
457530.0
519346.0
576200.0
635617.0
697573.0
761887.0
828571.0
897934.0
979589.0
1054950.0
1131330.0
1221170.0
1302380.0
1385960.0
1484290.0
1572750.0
1676590.0
1769840.0
1879130.0
1977140.0
2091840.0
2194550.0
2314600.0
2437490.0
2547340.0
2675530.0
2806520.0
2923430.0
3059660.0
3209410.0
3334050.0
3472980.0
3606170.0
3755170.0
3907260.0
4062120.0
4198950.0
4358030.0
4520090.0
4685340.0
4853140.0
5022460.0
5194760.0
5370390.0
5548810.0
5729280.0
5912500.0
6098590.0
6287340.0
6478740.0
6672810.0
6869560.0
7068990.0
7271100.0
7475900.0
7683380.0
7893560.0
8106420.0
8321990.0
8540260.0
8761240.0
8984930.0
9211340.0
9440480.0
9701570.0
9936500.0
10174300.0
10422100.0
10685300.0
10966400.0
11278900.0
11669900.0
12055900.0
12480300.0
12943000.0
13446600.0
13990400.0
14575100.0
15281900.0
15952200.0
16662200.0
17409700.0
18193200.0
19010900.0
19967600.0
20847900.0
21752000.0
22675800.0
23614400.0
24561700.0
25630500.0
26542000.0
27498300.0
28406900.0
29269600.0
30099300.0
30849700.0
31581900.0
32054400.0
32257700.0
32386500.0
32472500.0
32528600.0
32562600.0
32581300.0
32585100.0
32581200.0
32571000.0
32554700.0
32537700.0
32519600.0
32501400.0
32483700.0
32467000.0
32453400.0
32439000.0
32426100.0
32414500.0
32404200.0
32396400.0
32396000.0
32399800.0
32405700.0
32411700.0
32417600.0
32416800.0
32412200.0
32406900.0
32400600.0
32394400.0
32389300.0
32384100.0
32379400.0
32375700.0
32372000.0
32369100.0
32366200.0
32364000.0
32361900.0
32360300.0
32359000.0
32357700.0
32356900.0
32356200.0
32355700.0
32355500.0
32355300.0
32355400.0
32355600.0
32356000.0
32356400.0
32357000.0
32357100.0
32356800.0
32356800.0
32357400.0
32358300.0
32359200.0
32360300.0
32361500.0
32362600.0
32363700.0
32365400.0
32366700.0
32368000.0
32369300.0
32371000.0
32372700.0
32374200.0
32375500.0
32377300.0
32378800.0
32380500.0
32382200.0
32383900.0
32386000.0
32387700.0
32389300.0
32391200.0
32392900.0
32394400.0
32396400.0
32398000.0
32399800.0
32401500.0
32403500.0
32405200.0
32406700.0
32408500.0
32410300.0
32412000.0
32413500.0
32415200.0
32416900.0
32418500.0
32420100.0
32421700.0
32423200.0
32424700.0
32426100.0
32427600.0
32429000.0
32430400.0
32431900.0
32433200.0
32434500.0
32435700.0
32436900.0
32438200.0
32439300.0
32440400.0
32441400.0
32442500.0
32443500.0
32444500.0
32445300.0
32446200.0
32447000.0
32447800.0
32448500.0
32449200.0
32449800.0
32450400.0
32450900.0
32451400.0
32451800.0
32452200.0
