0.0000000000	0.0000000000	0.0000000000
0.5000000000	0.0000000000	0.0000000000
1.0000000000	0.0000000000	0.0000000000
1.5000000000	0.0000000000	0.0000000000
2.0000000000	0.0000000000	0.0000000000
2.5000000000	0.0000000000	0.0000000000
3.0000000000	0.0000000000	0.0000000000
3.5000000000	0.0000000000	0.0000000000
4.0000000000	0.0000000000	0.0000000000
4.5000000000	0.0000000000	0.0000000000
5.0000000000	0.0000000000	0.0000000000
5.5000000000	0.0000000000	0.0000000000
6.0000000000	0.0000000000	0.0000000000
6.5000000000	0.0000000000	0.0000000000
7.0000000000	0.0000000000	0.0000000000
7.5000000000	0.0000000000	0.0000000000
8.0000000000	0.0000000000	0.0000000000
8.5000000000	0.0000000000	0.0000000000
9.0000000000	0.0000000000	0.0000000000
9.5000000000	0.0000000000	0.0000000000
10.0000000000	0.0000000000	0.0000000000
10.5000000000	0.0000000000	0.0000000000
11.0000000000	0.0000000000	0.0000000000
11.5000000000	0.0000000000	0.0000000000
12.0000000000	0.0000000000	0.0000000000
12.5000000000	0.0000000000	0.0000000000
13.0000000000	0.0000000000	0.0000000000
13.5000000000	0.0000000000	0.0000000000
14.0000000000	0.0000000000	0.0000000000
14.5000000000	0.0000000000	0.0000000000
15.0000000000	0.0000000000	0.0000000000
15.5000000000	0.0000000000	0.0000000000
16.0000000000	0.0000000000	0.0000000000
16.5000000000	0.0000000000	0.0000000000
17.0000000000	0.0000000000	0.0000000000
17.5000000000	0.4075000000	0.0000000000
18.0000000000	1.4149900000	0.0000000000
18.5000000000	2.6473000000	0.0000000000
19.0000000000	4.0495200000	0.0000000000
19.5000000000	5.5921500000	0.0000000000
20.0000000000	7.2556200000	0.0000000000
20.50000000	9.0258900000	0.000
21.00000000	10.5885400000	0.000
21.50000000	12.2074133333	0.000
22.00000000	14.9072700000	0.000
22.50000000	16.6832866667	0.000
23.00000000	19.1964566667	0.000
23.50000000	21.4210200000	0.000
24.0000000000	23.7287900000	0.0000000000
24.5000000000	26.0942700000	0.0000000000
25.0000000000	28.5143200000	0.0000000000
25.5000000000	30.9858200000	0.0000000000
26.0000000000	33.5058500000	0.0000000000
26.5000000000	36.0714000000	0.0000000000
27.0000000000	38.6369500000	0.0000000000
27.5000000000	41.2025000000	0.0000000000
28.0000000000	41.2025000000	0.0000000000
28.5000000000	41.2272200000	0.0000000000
29.0000000000	43.9829000000	0.0000000000
29.5000000000	46.7385800000	0.0000000000
30.0000000000	49.4942600000	0.0000000000
30.5000000000	52.2816600000	0.0000000000
31.0000000000	55.0690600000	0.0000000000
31.5000000000	57.8564600000	0.0000000000
32.0000000000	60.6438600000	0.0000000000
32.5000000000	63.4312600000	0.0000000000
33.0000000000	66.2186600000	0.0000000000
33.5000000000	69.0060600000	0.0000000000
34.0000000000	71.7934600000	0.0000000000
34.5000000000	75.3460800000	0.0000000000
35.0000000000	78.3830700000	0.0000000000
35.5000000000	81.4200600000	0.0000000000
36.0000000000	84.4570500000	0.0000000000
36.5000000000	87.4940400000	0.0000000000
37.0000000000	90.5310300000	0.0000000000
37.5000000000	93.5680200000	0.0000000000
38.0000000000	96.6093900000	0.0000000000
38.5000000000	99.6558900000	0.0000000000
39.0000000000	102.7023900000	0.0000000000
39.5000000000	105.7488900000	0.0000000000
40.0000000000	108.7953900000	0.0000000000
40.5000000000	111.8418900000	0.0000000000
41.0000000000	114.8883900000	0.0000000000
41.5000000000	117.9348900000	0.0000000000
42.0000000000	120.9813900000	0.0000000000
42.5000000000	124.0278900000	0.0000000000
43.0000000000	127.0743900000	0.0000000000
43.5000000000	130.1663900000	0.0000000000
44.0000000000	133.2174400000	0.0000000000
44.5000000000	136.2684900000	0.0000000000
