%time,revolution,shaft_angle,FAKz,FSKx,FSKy,FSKz,FKx,FKy,FK,FaK,FDK,FwK,FAKy
0.0,0.0,0.0,238.20150310043806,-42.62953634730235,59.39030504227593,245.49371562694347,-42.62953634730235,101.39165688419423,109.98884241098341,233.23202817426755,8.644117065102046,921.2310970992185,42.0013518419183
3.787878787878788e-05,0.002777777777777778,1.0,240.5186378118757,-43.04422045767581,59.968031612197294,247.88178624159085,-43.04422045767581,102.37795682167817,111.05877253864459,233.19338292466136,11.035642564026205,921.2187603104267,42.409925209480875
7.575757575757576e-05,0.005555555555555556,2.0,264.35118213323847,-47.30939217646149,65.91015229051426,272.4439312412728,-47.30939217646149,112.5223980827817,122.06337967796169,233.077464654976,35.351760566569794,921.1817537019565,46.612245792267444
0.00011363636363636364,0.008333333333333333,3.0,318.5684211694815,-57.01233582737271,79.42802821909207,328.32095673774626,-57.01233582737271,135.60023607296938,147.0980301008078,232.88432579033326,90.59852677158435,921.1200885463794,56.1722078538773
0.00015151515151515152,0.011111111111111112,4.0,393.91186972888664,-70.49611421285158,98.21325977572647,405.9709417052921,-70.49611421285158,167.67055043024723,181.88764554167358,232.61405366502203,167.37454159536034,921.0337836274991,69.45729065452076
0.0001893939393939394,0.013888888888888888,5.0,485.607469402817,-86.9063418911349,121.07554051193534,500.4736764806568,-86.9063418911349,206.70123940121235,224.2278185928234,232.2667704611696,260.83197690094346,920.9228652346302,85.625698889277
0.00022727272727272727,0.016666666666666666,6.0,600.8885888024756,-107.5375327343484,149.81835177737847,619.2839693406579,-107.5375327343484,255.7712223830893,277.458535903891,231.84263312296721,378.31563072553723,920.7873671545893,105.95287060571086
0.0002651515151515151,0.019444444444444445,7.0,734.1204610908246,-131.38126532381278,183.03678841009025,756.5945527848354,-131.38126532381278,312.48203279054144,338.97796048562674,231.34183324653463,514.1036192749223,920.6273306614046,129.44524438045121
0.00030303030303030303,0.022222222222222223,8.0,889.3900677336774,-159.16896294057338,221.74984933659897,916.6175256147569,-159.16896294057338,378.57331465217544,410.6732439912694,230.7645969455337,672.3457461781077,920.4428045037417,156.82346531557647
0.00034090909090909094,0.025,9.0,1062.9129936270579,-190.22335084400768,265.01397389710075,1095.4526180451471,-190.22335084400768,452.43421281915573,490.7969438939199,230.111184692664,849.1989551553937,920.2338448900563,187.42023892205498
0.0003787878787878788,0.027777777777777776,10.0,1257.5044320985012,-225.0482477956214,313.53106862156744,1296.0012066886188,-225.0482477956214,535.263028361009,580.6489674201425,229.38189113719852,1047.5215737798903,920.0005154714705,221.7319597394416
0.00041666666666666664,0.030555555555555555,11.0,1471.7944439590062,-263.3984837537019,366.95956930798866,1516.8514135456066,-263.3984837537019,626.4766398347742,679.5967491847048,228.5770448987402,1265.9222007228175,919.7428873223857,259.51707052678563
0.00045454545454545455,0.03333333333333333,12.0,1710.2889475154218,-306.08045668694217,426.4229275687856,1762.6470994358863,-306.08045668694217,727.9930138232382,789.7208836931746,227.69700833740418,1508.9759029838174,919.4610389188321,301.57008625445263
0.0004924242424242425,0.03611111111111111,13.0,1967.9049150141957,-352.18448670854895,490.6538022457687,2028.149626678283,-352.18448670854895,837.6485342315702,908.6742978529007,226.74217730065396,1771.5208430655157,919.1550561145631,346.9947319858015
0.0005303030303030302,0.03888888888888889,14.0,2244.491153276822,-401.68351565551853,559.6144966456974,2313.203173522364,-401.68351565551853,955.37884492986,1036.387178659062,225.71298084704262,2053.4030663323692,918.8250321149058,395.7643482841625
0.0005681818181818182,0.041666666666666664,15.0,2540.179708256624,-454.60117502342706,633.3379335223975,2617.943828327325,-454.60117502342706,1081.2401519361974,1172.9204979416515,224.60988094713215,2354.7561937888117,918.4710674483669,447.9022184137999
0.0006060606060606061,0.044444444444444446,16.0,2855.1026580022067,-510.9611020517561,711.8570436319469,2942.507712530195,-510.9611020517561,1215.288674930189,1318.3352423505637,223.43337216188857,2675.713846439277,918.0932699360129,503.4316312982421
0.000643939393939394,0.04722222222222222,17.0,3200.231205868624,-572.7267491373644,797.9072551956478,3298.2018978390633,-572.7267491373644,1362.1943612954724,1477.6973327182511,222.1839812988696,3027.415949327339,917.691754658626,564.2871060998244
0.0006818181818181819,0.05,18.0,3666.3064793588574,-656.1375276304506,914.112872309557,3778.545427001079,-656.1375276304506,1560.5816241667862,1692.9062173824175,220.8622670465463,3502.0028994235727,917.2666439216491,646.4687518572293
0.0007196969696969697,0.05277777777777778,19.0,4385.595179870081,-784.864439104716,1093.451687475687,4519.854165185323,-784.864439104716,1866.7504441517758,2025.0356561088038,219.46881958711896,4233.781235010812,916.818067217931,773.2987566760887
0.0007575757575757576,0.05555555555555555,20.0,5419.173307800285,-969.8378998044959,1351.1516578949183,5585.073870828144,-969.8378998044959,2306.6981251952475,2502.287312175895,218.0042601882106,5284.768530973099,916.346161188281,955.5464673003291
0.0007954545454545455,0.058333333333333334,21.0,6699.98730807079,-1199.0577253218976,1670.4944545959486,6905.098236169091,-1199.0577253218976,2851.882987413107,3093.6994040388654,216.46924077383994,6586.876171137976,915.8510695798474,1181.3885328171584
0.0008333333333333333,0.06111111111111111,22.0,8077.966897680486,-1445.66671072506,2014.063353632,8325.262782186823,-1445.66671072506,3438.4268669629255,3729.977420568534,214.86444347509737,7987.718114361802,915.3329432023298,1424.3635133309256
0.0008712121212121212,0.06388888888888888,23.0,9244.50327328983,-1654.4349350108682,2304.9135384066003,9527.511070022245,-1654.4349350108682,3934.9688887353177,4268.622155860047,213.19058016096594,9173.924057202406,914.7919398820422,1630.0553503287172
0.0009090909090909091,0.06666666666666667,24.0,9513.607554509505,-1702.594961661211,2372.0087713996513,9804.85360996365,-1702.594961661211,4049.514467131555,4392.880265040456,211.44839194974884,9448.921893936465,914.2282244138369,1677.5056957319039
0.000946969696969697,0.06944444444444445,25.0,9523.954562823381,-1704.4467055052296,2374.5885703179515,9815.517377754926,-1704.4467055052296,4053.9187227852067,4397.65796565127,209.63864870158315,9461.238264779946,913.6419685109062,1679.3301524672552
0.000984848484848485,0.07222222222222222,26.0,9497.132887393305,-1699.6465863927997,2367.901175550063,9787.874593494691,-1699.6465863927997,4042.50194297119,4385.273136027281,207.76214849253785,9435.879321981929,913.0333507524771,1674.6007674211276
0.0010227272727272728,0.075,27.0,9475.42410222096,-1695.7614914856947,2362.4885674988905,9765.501223619443,-1695.7614914856947,4033.2614903757294,4375.249168419284,205.8197170708114,9415.778075227945,912.4025565294152,1670.7729228768392
0.0010606060606060605,0.07777777777777778,28.0,9470.929697964913,-1694.957154119646,2361.3679866617604,9760.869229337353,-1694.957154119646,4031.3484248060477,4373.173890492759,203.81220729556028,9413.221847317034,911.7497779877509,1669.9804381442873
0.0010984848484848484,0.08055555555555556,29.0,9469.232744011593,-1694.6534601492422,2360.9448885216625,9759.120325464683,-1694.6534601492422,4030.626107898959,4372.390327003356,201.74049855890775,9413.57042385034,911.075213970152,1669.6812193772969
