theta,revolution,displacement,velocity,acceleration
0.0,0.0,0.0,0.0,-511280.15558473085
1.0027855153203342,0.002785515320334262,-0.0017851366536483226,42.72317997489598,-511201.8507288491
2.0055710306406684,0.005571030640668524,-0.007139999811178299,85.43327345537514,-510966.9601466856
3.0083565459610027,0.008356545961002786,-0.016062949229825207,128.11719795553162,-510575.55578733905
4.011142061281337,0.011142061281337047,-0.028551251729899363,170.76187900525372,-510027.7575414863
5.013927576601671,0.013927576601671309,-0.04460108203198487,213.3542541550517,-509323.7332046587
6.016713091922005,0.016713091922005572,-0.06420752392865658,255.88127697720347,-508463.698425845
7.0194986072423395,0.019498607242339833,-0.0873645717903564,298.329921061993,-507447.9166414358
8.022284122562674,0.022284122562674095,-0.11406513240497773,340.68718400781665,-506276.69899453083
9.025069637883007,0.025069637883008353,-0.14430102715057025,382.9400914039359,-504950.4042396332
10.027855153203342,0.027855153203342618,-0.17806299450053586,425.0757008046559,-503469.43863275915
11.030640668523677,0.030640668523676882,-0.21534069286050972,467.08110569371337,-501834.25580699876
12.03342618384401,0.033426183844011144,-0.2561227037360858,508.94343943765796,-500045.3566335639
13.036211699164344,0.0362116991643454,-0.3003965352304139,550.6498792270187,-498103.28906836605
14.038997214484679,0.03899721448467967,-0.34814862587055906,592.1876500040457,-496008.6479841741
15.041782729805014,0.04178272980501393,-0.3993643487615248,633.5440283758247,-493762.0749883978
16.044568245125348,0.04456824512534819,-0.45402801606658727,674.7063465115673,-491364.25822655903
17.04735376044568,0.047353760445682444,-0.5121228838126317,715.6619960228816,-488815.9321715054
18.050139275766014,0.050139275766016705,-0.5736311570189727,756.3984318258342,-486117.8773984356
19.05292479108635,0.052924791086350974,-0.6385339951481228,796.9031759836241,-483270.9203458016
20.055710306406684,0.055710306406685235,-0.7068115178768171,837.1638215286845,-480275.9330621634
21.058495821727018,0.0584958217270195,-0.7784428111855348,877.1680362630503,-477133.8329390725
22.061281337047355,0.061281337047353765,-0.8534059337646518,916.9035665358217,-473845.58243006695
23.064066852367688,0.06406685236768803,-0.9316779237352613,956.3582409965657,-470412.18875586276
24.06685236768802,0.06685236768802229,-1.0132348056826022,995.519974323512,-466834.7035958334
25.069637883008355,0.06963788300835654,-1.0980515979999517,1034.3767709253955,-463114.22276587074
26.072423398328688,0.0724233983286908,-1.1861023205407033,1072.9167286158126,-459251.8858827272
27.075208913649025,0.07520891364902507,-1.27736000257633,1111.1280422589707,-455248.8760149404
28.077994428969358,0.07799442896935933,-1.3717966910577566,1148.9990073857039,-451106.4193204489
29.08077994428969,0.08077994428969358,-1.4693834591776334,1186.5180237786603,-446825.78467100876
30.08356545961003,0.08356545961002786,-1.5700904152308741,1223.6735990255509,-442408.2832635271
31.08635097493036,0.08635097493036212,-1.6738867117707539,1260.4543520393806,-437855.26821843034
32.089136490250695,0.08913649025069638,-1.7807405550577649,1296.8490165445758,-433168.1341651912
33.09192200557103,0.09192200557103064,-1.8906192147983187,1332.8464445279474,-428348.3168151416
34.09470752089136,0.09470752089136489,-2.0034890341703324,1368.4356096534268,-423397.2925217007
35.097493036211695,0.09749303621169915,-2.119315440132615,1403.6056106395317,-418316.57782815536
36.10027855153203,0.10027855153203341,-2.2380629540149037,1438.3456745985272,-413107.7290031285
37.10306406685237,0.10306406685236769,-2.359695202385298,1472.645160336259,-407772.34156388027
38.1058495821727,0.10584958217270195,-2.4841749281917664,1506.493561611644,-402312.0497875873
39.108635097493035,0.10863509749303621,-2.611464002174321,1539.8805103548298,-396728.5262107482
40.11142061281337,0.11142061281337047,-2.7415234345443515,1572.7957798430266,-391023.4811168707
41.1142061281337,0.11420612813370473,-2.8743133869275486,1605.2292878330431,-385198.6620125967
42.116991643454035,0.116991643454039,-3.009793184566753,1637.1710996495704,-379255.8530924252
