theta,revolution,displacement,velocity,acceleration_method1,acceleration_method2
392.5452016689847,1.090403337969402,-1.8017273488055454,1288.0741033333074,-432507.32976557536,-422600.51023072965
393.54659248956887,1.0931849791376913,-1.911496048095234,1323.149363591038,-428253.6126933837,-418444.22690008726
394.547983310153,1.0959666203059806,-2.024246938446154,1357.8201466129578,-423878.1219643574,-414168.9592055521
395.54937413073714,1.0987482614742698,-2.139949550322316,1392.0758377600505,-419381.54032746755,-409775.37425735325
396.5507649513213,1.1015299026425591,-2.2585725709531568,1425.9059483798237,-414764.57686085015,-405264.1648917994
397.5521557719054,1.1043115438108484,-2.380083849271723,1459.3001190522455,-410027.967454355,-400636.0501427764
398.55354659248957,1.1070931849791377,-2.5044504010395388,1492.2481228002619,-405172.47529719217,-395891.77571822394
399.55493741307373,1.109874826147427,-2.6316384141615266,1524.7398682638263,-400198.891369943,-391032.11448087543
400.55632823365784,1.1126564673157162,-2.761613254194531,1556.7654028364082,-395108.03494017833,-386057.86693252524
401.557719054242,1.1154381084840055,-2.894339470052818,1588.3149157629005,-389900.7540609192,-380969.86170107085
402.55910987482616,1.118219749652295,-3.0297807999139783,1619.378741197836,-384577.9260711488,-375768.95602956077
403.56050069541027,1.121001390820584,-3.1679001773288293,1649.9473612228892,-379140.45809756714,-370456.03626645706
404.56189151599443,1.1237830319888735,-3.30865973753875,1680.011408822573,-373589.2875567636,-365032.0183563029
405.5632823365786,1.1265646731571628,-3.452020824003897,1709.5616708170537,-367925.3826569685,-359497.8483299844
406.5646731571627,1.1293463143254518,-3.597943995145881,1738.5890907510568,-362149.74289851746,-353854.5027937291
407.56606397774686,1.1321279554937413,-3.7463890313084143,1767.0847717377844,-356263.39957215433,-348102.9894159959
408.567454798331,1.1349095966620306,-3.8973149419391775,1795.039979256762,-350267.4162542872,-342244.3474113876
409.56884561891513,1.13769123783032,-4.050679972996667,1822.4461439046183,-344162.88929827674,-336279.6480206847
410.5702364394993,1.1404728789986092,-4.206441614585251,1849.2948640977036,-337950.9483208431,-330209.9949861119
411.57162726008346,1.1432545201668984,-4.364556608821798,1875.5779087255182,-331632.7566826532,-324036.5250209166
412.57301808066757,1.1460361613351877,-4.524980957937356,1901.287219753921,-325209.511962133,-317760.4082723288
413.57440890125173,1.148817802503477,-4.687669932617115,1926.414914777083,-318682.4464215424,-311382.8487769601
414.5757997218359,1.1515994436717665,-4.85257808058182,1950.9532895171567,-312052.82746434025,-304905.0849076923
415.57719054242,1.1543810848400555,-5.019659235413965,1974.8948202706679,-305321.9580828455,-298328.3898110848
416.57858136300416,1.1571627260083448,-5.188866525631826,1998.2321663006126,-298491.17729519744,-291654.07183432597
417.5799721835883,1.1599443671766343,-5.360152384014265,2020.9581721732652,-291561.86057061213,-284883.474940749
418.58136300417243,1.1627260083449233,-5.533468557179452,2043.0658700387255,-284535.42024190875,-278017.9791129089
419.5827538247566,1.1655076495132128,-5.708766115420327,2064.5484818542463,-277413.3059042848,-271059.00074222364
420.58414464534076,1.1682892906815021,-5.885995462799369,2085.3994215493503,-270197.00479931367,-264007.99300417607
421.5855354659249,1.1710709318497914,-6.06510634750569,2105.6122971318423,-262888.042183114,-256866.4462180499
422.586926286509,1.1738525730180807,-6.246047872476765,2125.180912733761,-255487.98167765953,-249635.88819019328
423.5883171070932,1.17663421418637,-6.428768506287365,2144.099270596383,-247998.42560417508,-242317.88453977712
424.58970792767735,1.1794158553546592,-6.613216094307885,2162.361572993365,-240421.0152975766,-234914.0390060339
425.59109874826146,1.1821974965229485,-6.7993378701344405,2179.9622240911763,-232757.43140089826,-227425.99373593947
426.5924895688456,1.1849791376912377,-6.987080467292666,2196.895831745965,-225009.3941386604,-219855.42955132062
427.5938803894298,1.1877607788595272,-7.1763899312170585,2213.1572092360093,-217178.6635681314,-212204.0661943606
428.5952712100139,1.1905424200278163,-7.367211731507791,2228.7413769289706,-209267.0398074329,-204473.6625504803
429.59666203059805,1.1933240611961058,-7.559490774466471,2243.6435638831467,-201276.36323944866,-196666.01684757584
430.5980528511822,1.196105702364395,-7.7531714159121865,2257.8592093819566,-193208.5146905051,-188782.96683060666
431.5994436717663,1.1988873435326843,-7.948197474279292,2271.383964400943,-185065.41558278896,-180826.38991052198
432.6008344923505,1.2016689847009736,-8.144512243997873,2284.213693006558,-176849.02805948124,-172798.20328652824
433.60222531293465,1.2044506258692629,-8.342058509157628,2296.344473686047,-168561.35508160942,-164700.3640407231
434.60361613351876,1.2072322670375522,-8.540778557456136,2307.772600607799,-160204.44049560343,-156534.86920410395
435.6050069541029,1.2100139082058414,-8.740614194431785,2318.4945848115062,-151780.36907058134,-148303.75579299938
436.6063977746871,1.2127955493741307,-8.94150675798158,2328.5071553275457,-143291.26650439718,-140009.10081497877
437.6077885952712,1.21557719054242,-9.143397133164044,2337.807260225026,-134739.29939749173,-131653.02124330183
438.60917941585535,1.2183588317107092,-9.346225767286926,2346.3920675879417,-126126.67519361665,-123237.67395900055
439.6105702364395,1.2211404728789987,-9.54993268527922,2354.2589664189522,-117455.64208652338,-114765.2556597054
440.6119610570236,1.2239221140472878,-9.754457505347052,2361.4055674702977,-108728.48889171888,-106238.00273433844
441.6133518776078,1.2267037552155773,-9.959739454912407,2367.8297040014386,-99947.54488242525,-97658.1911028309
442.61474269819195,1.2294853963838666,-10.165717386833471,2373.529432462993,-91115.17958890783,-89028.13602004711
443.61613351877605,1.2322670375521556,-10.372329795905411,2378.503033106621,-82233.80256035134,-80350.1918431154
444.6175243393602,1.235048678720445,-10.579514835639824,2382.74901052053,-73305.86308850301,-71626.75176140128
445.6189151599444,1.2378303198887344,-10.787210335320761,2386.2660940903047,-64333.84989234286,-62860.247488400375
446.6203059805285,1.2406119610570236,-10.995353817335467,2389.0532383848004,-55320.29076304592,-54053.148914833226
447.62169680111265,1.243393602225313,-11.203882514777138,2391.1096234669053,-46267.752168565814,-45207.96372228589
448.6230876216968,1.2461752433936022,-11.41273338931691,2392.4346551289755,-37178.838817196185,-36327.236956768254
449.6244784422809,1.2489568845618915,-11.62184314934223,2393.0279650528178,-28056.19317949655,-27413.55056159066
450.6258692628651,1.2517385257301807,-11.83114826835813,2392.889410894117,-18902.49496802238,-18469.522869010736
451.62726008344924,1.25452016689847,-12.040585003647767,2392.019076291257,-9720.460574341905,-9497.808050145894
452.62865090403335,1.2573018080667593,-12.250089415188446,2390.4172707985167,-512.8424628546127,-501.09552267661513
453.6300417246175,1.2600834492350486,-12.459597384818812,2388.084529743662,8717.571479014763,8517.890684075326
454.6314325452017,1.262865090403338,-12.669044635652599,2385.0216140100106,17967.958634624305,17556.392607062917
455.6328233657858,1.265646731571627,-12.878366751734294,2381.229509743061,27235.462396264826,26611.619070756053
456.63421418636995,1.2684283727399166,-13.087499197931534,2376.7094279818507,36517.1929479302,35680.74645198208
457.6356050069541,1.2712100139082059,-13.29637734005852,2371.462804215226,45810.22809292312,44760.91948857486
458.63699582753827,1.2739916550764951,-13.504936465225121,2365.491297863243,55111.61412648664,53849.25213201802
459.6383866481224,1.2767732962447844,-13.713111802405226,2358.7967916840003,64418.36675355841,62942.82844417783
460.63977746870654,1.2795549374130737,-13.920838543218212,2351.3813911061843,73727.4720517194,72038.70353819465
461.6411682892907,1.282336578581363,-14.128051862916589,2343.247423487706,83035.88747931928,81133.90456351703
462.6425591098748,1.2851182197496522,-14.334686941572894,2334.3974373008145,92340.54292871975,90225.43173501967
463.643949930459,1.2878998609179415,-14.54067898545881,2324.8342012441112,101638.34182454438,99310.25940609729
464.64534075104314,1.290681502086231,-14.745963248608064,2314.560703281971,110926.1622667069,108385.33718551135
465.64673157162724,1.29346314325452,-14.950475054556183,2303.5801496118406,120200.85821801056,117447.59109778662
466.6481223922114,1.2962447844228095,-15.154149818247983,2291.895963560001,129459.26073595909,126493.9247868069
467.64951321279557,1.2990264255910988,-15.356923068104571,2279.5117844063748,138698.17924840786,135521.22076224664
