theta,displacement_method1,velocity_method1,acceleration_method1,displacement_method2,velocity_method2,acceleration_method2
3.4303741509949828,23.40621544456869,-712.7908334185429,-502502.4185609812,-23.40621566772461,-0.0,0.0
3.4653779688622786,23.28009296424706,-796.320740130369,-496970.06750827614,-23.280092239379883,-0.0,0.0
3.5003817867295743,23.140090163520224,-878.8750407276005,-490828.8574717498,-23.14008903503418,-0.0,0.0
3.53538560459687,22.986378565722386,-960.3525944557775,-484086.3123067543,-22.986377716064453,-0.0,0.0
3.5703894224641655,22.819146489413075,-1040.6535797284282,-476750.69258966227,-22.81914520263672,-0.0,0.0
3.6053932403314612,22.638598817660096,-1119.6796164227076,-468830.98549748614,-22.638599395751953,-0.0,0.0
3.640397058198757,22.444956747028684,-1197.3338864090265,-460336.893797309,-22.444955825805664,-0.0,0.0
3.675400876066053,22.238457516584244,-1273.5212521670305,-451278.8239590156,-22.23845672607422,-0.0,0.0
3.7104046939333486,22.01935411724077,-1348.1483733425855,-441667.8734058868,-22.01935386657715,-0.0,0.0
3.7454085118006444,21.787914981811017,-1421.1238211029804,-431515.8169186789,-21.787914276123047,-0.0,0.0
3.78041232966794,21.544423656138147,-1492.3581901502462,-420835.09220984305,-21.544422149658203,-0.0,0.0
3.815416147535236,21.289178451711738,-1561.7642082553555,-409638.7846855592,-21.2891788482666,-0.0,0.0
3.8504199654025317,21.02249208019383,-1629.2568431791108,-397940.6114142539,-21.022491455078125,-0.0,0.0
3.8854237832698275,20.74469127030266,-1694.7534068487244,-385754.90432124026,-20.74468994140625,-0.0,0.0
3.9204276011371233,20.456116367523553,-1758.1736566624652,-373096.5926300731,-20.45611572265625,-0.0,0.0
3.9554314190044186,20.157120917137302,-1819.4398937982505,-359981.1845721271,-20.157119750976562,-0.0,0.0
3.9904352368717144,19.848071231076933,-1878.4770584057526,-346424.74838680844,-19.848072052001953,-0.0,0.0
4.02543905473901,19.529345939143532,-1935.2128215653834,-332443.8926356779,-19.52934455871582,-0.0,0.0
4.060442872606306,19.201335525130897,-1989.5776739015037,-318055.7458546012,-19.201335906982422,-0.0,0.0
4.095446690473602,18.86444184842739,-2041.5050107412894,-303277.9355688585,-18.864442825317383,-0.0,0.0
4.130450508340897,18.51907765168103,-2090.931213714929,-288128.56669691834,-18.519075393676758,-0.0,0.0
4.165454326208193,18.165666055131094,-2137.7957286971664,-272626.1993693393,-18.165666580200195,-0.0,0.0
4.200458144075489,17.804640038225678,-2182.041139994712,-256789.8261899729,-17.80463981628418,-0.0,0.0
4.235461961942785,17.43644190916029,-2223.613240688635,-240638.84896732125,-17.436439514160156,-0.0,0.0
4.27046577981008,17.061522762987476,-2262.4610990455376,-224193.0549445662,-17.061521530151367,-0.0,0.0
4.3054695976773765,16.68034192896118,-2298.537120916178,-207472.59255738035,-16.680343627929688,-0.0,0.0
4.340473415544672,16.293366407793204,-2331.797108045061,-190497.94674923236,-16.293363571166992,-0.0,0.0
4.375477233411968,15.901070299510845,-2362.200312219591,-173289.91387441548,-15.901069641113281,-0.0,0.0
4.410481051279263,15.503934222617051,-2389.7094851924194,-155869.57621956055,-15.503934860229492,-0.0,0.0
4.44548486914656,15.102444725264347,-2414.2909243158483,-138258.27617483426,-15.102446556091309,-0.0,0.0
4.480488687013855,14.697093689164257,-2435.9145138323615,-120477.59008648054,-14.69709300994873,-0.0,0.0
4.51549250488115,14.288377726962214,-2454.5537617707123,-102549.30182272605,-14.28837776184082,-0.0,0.0
4.5504963227484465,13.876797573816495,-2470.18583240235,-84495.37608544595,-13.876799583435059,-0.0,0.0
4.585500140615742,13.462857473926496,-2482.7915742184373,-66337.93150028292,-13.46285629272461,-0.0,0.0
4.620503958483038,13.04706456276184,-2492.3555433931706,-48099.21351818313,-13.047065734863281,-0.0,0.0
4.655507776350333,12.629928245749396,-2498.8660227046603,-29801.567161559913,-12.629931449890137,-0.0,0.0
4.69051159421763,12.211959574179144,-2502.3150358901967,-11467.409648461062,-12.211957931518555,-0.0,0.0
4.725515412084925,11.793670619093765,-2502.6983574183023,6880.7970717065355,-11.793670654296875,-0.0,0.0
4.760519229952221,11.375573843928743,-2500.015517665611,25220.57383726191,-11.37557601928711,-0.0,0.0
4.7955230478195165,10.958181476671879,-2494.2698034922223,43529.451814415064,-10.95818042755127,-0.0,0.0
4.830526865686813,10.5420048823111,-2485.4682542148307,61785.00002478633,-10.54200553894043,-0.0,0.0
4.865530683554108,10.127553936339737,-2473.6216529825624,79964.85282654007,-10.127556800842285,-0.0,0.0
4.9005345014214035,9.715336400086496,-2458.744513566084,98046.73731547873,-9.71533489227295,-0.0,0.0
4.9355383192887,9.305857298635662,-2440.8550625761704,116008.50061251546,-9.30585765838623,-0.0,0.0
4.970542137155995,8.899618302099615,-2419.975217133516,133828.13700409906,-8.899620056152344,-0.0,0.0
5.005545955023291,8.497117111001542,-2396.1305580171434,151483.81490234454,-8.497115135192871,-0.0,0.0
5.040549772890587,8.098846846521639,-2369.3502983243184,168953.90359182848,-8.098847389221191,-0.0,0.0
5.075553590757883,7.7052954463534595,-2339.667247680344,186216.999730294,-7.705297470092773,-0.0,0.0
5.110557408625178,7.316945066910971,-2307.1177720421156,203251.95357078424,-7.316943168640137,-0.0,0.0
5.145561226492474,6.934271492618312,-2271.741749144642,220037.89487309277,-6.934271812438965,-0.0,0.0
5.18056504435977,6.557743553006318,-2233.5825196451633,236554.25847277115,-6.557744979858398,-0.0,0.0
5.215568862227066,6.187822548329617,-2192.686834024673,252780.8094763826,-6.187820911407471,-0.0,0.0
5.250572680094361,5.824961684408307,-2149.104795311942,268697.66805211967,-5.8249616622924805,-0.0,0.0
5.285576497961657,5.46960551738634,-2102.8897977001766,284285.33378542744,-5.469606876373291,-0.0,0.0
5.320580315828953,5.122189409087073,-2054.098461131549,299524.7095697821,-5.122187614440918,-0.0,0.0
5.355584133696248,4.783138993633162,-2002.7905619297158,314397.12500336027,-4.783138751983643,-0.0,0.0
5.390587951563544,4.4528696559841965,-1949.0289595653198,328884.35926293844,-4.452870845794678,-0.0,0.0
5.42559176943084,4.13178602303114,-1892.8795196442106,342968.66342698847,-4.131784439086914,-0.0,0.0
5.460595587298136,3.8202814678707893,-1834.4110332127032,356632.7822206328,-3.820281505584717,-0.0,0.0
5.495599405165431,3.518737627867887,-1773.695132478778,369859.9751558062,-3.5187389850616455,-0.0,0.0
5.5306032230327276,3.2275239370950226,-1710.8062030524304,382634.03704073664,-3.227522134780884,-0.0,0.0
5.565607040900023,2.9469971737234335,-1645.8212928127364,394939.3178336059,-2.9469969272613525,-0.0,0.0
5.600610858767318,2.677501022918977,-1578.8200175132354,406760.74181607843,-2.677501916885376,-0.0,0.0
5.6356146766346145,2.419365655778963,-1509.8844632413202,418083.8260631979,-2.4193639755249023,-0.0,0.0
5.67061849450191,2.1729073248256396,-1439.0990858511132,428894.6981870293,-2.1729071140289307,-0.0,0.0
5.705622312369206,1.9384279765518502,-1366.5506074930277,439180.1133323073,-1.9384289979934692,-0.0,0.0
5.740626130236501,1.7162148814937055,-1292.3279103668197,448927.4704032653,-1.716213345527649,-0.0,0.0
5.775629948103798,1.5065402822832823,-1216.5219278282407,458124.8275017713,-1.5065399408340454,-0.0,0.0
5.810633765971093,1.3096610601127519,-1139.2255329827667,466760.9165578483,-1.3096617460250854,-0.0,0.0
5.845637583838389,1.1258184200183468,-1060.5334249028238,474825.15713466436,-1.1258174180984497,-0.0,0.0
5.8806414017056845,0.9552375953699536,-980.5420126079783,482307.66939106985,-0.955237627029419,-0.0,0.0
5.915645219572981,0.7981275719281623,-899.349296950166,489199.28618580924,-0.7981282472610474,-0.0,0.0
5.950649037440276,0.6546808318070466,-817.0547505487318,495491.56430857047,-0.6546802520751953,-0.0,0.0
5.985652855307571,0.5250731176561757,-733.759195922316,501176.79482411966,-0.5250730514526367,-0.0,0.0
6.020656673174868,0.40946321735090097,-649.5646819669415,506248.01251684164,-0.40946346521377563,-0.0,0.0
6.055660491042163,0.30799276945463544,-564.5743589316147,510699.00442411937,-0.30799242854118347,-0.0,0.0
6.090664308909459,0.22078608969146668,-478.89235204459203,514524.317448097,-0.22078606486320496,-0.0,0.0
6.1256681267767545,0.14795001864173649,-392.6236339451888,517719.26503649907,-0.14795050024986267,-0.0,0.0
6.160671944644051,0.08957379084712648,-305.8738960773562,520279.9329243243,-0.08957406878471375,-0.0,0.0
6.195675762511346,0.045728925485668225,-218.74941920265394,522203.18392937595,-0.04572870582342148,-0.0,0.0
6.230679580378642,0.016469138750580647,-131.3569431911905,523486.6617957562,-0.016469256952404976,-0.0,0.0
6.265683398245938,0.0018302780402931174,-43.8035362501257,524128.7940806148,-0.0018306297715753317,-0.0,0.0
6.300687216113234,0.0018302780402931174,43.80353625012226,524128.7940806148,-0.0018306297715753317,-0.0,0.0
6.335691033980529,0.01646913875057932,131.35694319118704,523486.66179575626,-0.016469256952404976,-0.0,0.0
6.370694851847825,0.04572892548566557,218.74941920264826,522203.1839293761,-0.04572870582342148,-0.0,0.0
6.405698669715121,0.08957379084712383,305.8738960773528,520279.9329243244,-0.08957406878471375,-0.0,0.0
6.440702487582416,0.14795001864173252,392.6236339451832,517719.26503649924,-0.14794979989528656,-0.0,0.0
6.475706305449712,0.22078608969146402,478.8923520445887,514524.3174480971,-0.22078534960746765,-0.0,0.0
6.510710123317008,0.30799276945462883,564.5743589316093,510699.00442411966,-0.3079931437969208,-0.0,0.0
6.545713941184304,0.40946321735089564,649.5646819669381,506248.0125168419,-0.40946274995803833,-0.0,0.0
6.580717759051599,0.5250731176561677,733.7591959223106,501176.79482412,-0.5250723361968994,-0.0,0.0
6.6157215769188955,0.6546808318070413,817.0547505487285,495491.5643085707,-0.6546816825866699,-0.0,0.0
6.650725394786191,0.7981275719281556,899.3492969501627,489199.2861858095,-0.7981275320053101,-0.0,0.0
6.685729212653487,0.955237595369947,980.5420126079752,482307.66939107014,-0.9552369117736816,-0.0,0.0
6.720733030520782,1.12581842001834,1060.5334249028206,474825.15713466465,-1.1258188486099243,-0.0,0.0
6.755736848388078,1.3096610601127385,1139.2255329827617,466760.91655784886,-1.3096610307693481,-0.0,0.0
6.790740666255374,1.5065402822832743,1216.5219278282377,458124.8275017716,-1.506539225578308,-0.0,0.0
6.825744484122669,1.7162148814936908,1292.3279103668149,448927.47040326596,-1.7162154912948608,-0.0,0.0
6.8607483019899655,1.9384279765518422,1366.550607493025,439180.11333230766,-1.9384275674819946,-0.0,0.0
6.895752119857261,2.1729073248256237,1439.0990858511084,428894.69818703,-2.1729063987731934,-0.0,0.0
6.930755937724557,2.4193656557789525,1509.8844632413175,418083.8260631984,-2.4193668365478516,-0.0,0.0
6.9657597555918525,2.6775010229189595,1578.820017513231,406760.7418160792,-2.6775012016296387,-0.0,0.0
7.000763573459149,2.9469971737234233,1645.8212928127334,394939.3178336064,-2.946995735168457,-0.0,0.0
7.035767391326444,3.227523937095012,1710.806203052428,382634.0370407371,-3.227524995803833,-0.0,0.0
7.07077120919374,3.518737627867876,1773.6951324787756,369859.9751558067,-3.518737554550171,-0.0,0.0
7.105775027061036,3.8202814678707773,1834.411033212701,356632.78222063335,-3.820280075073242,-0.0,0.0
7.140778844928331,4.131786023031118,1892.8795196442068,342968.6634269894,-4.1317877769470215,-0.0,0.0
7.175782662795627,4.452869655984184,1949.0289595653176,328884.35926293896,-4.452869415283203,-0.0,0.0
7.2107864806629225,4.783138993633141,2002.7905619297123,314397.1250033612,-4.783137321472168,-0.0,0.0
7.245790298530219,5.12218940908706,2054.0984611315466,299524.70956978266,-5.122191429138184,-0.0,0.0
7.280794116397514,5.469605517386317,2102.889797700174,284285.33378542843,-5.469605445861816,-0.0,0.0
7.31579793426481,5.824961684408292,2149.1047953119396,268697.6680521203,-5.824960231781006,-0.0,0.0
7.350801752132106,6.187822548329602,2192.6868340246715,252780.80947638323,-6.187824249267578,-0.0,0.0
7.385805569999402,6.557743553006305,2233.582519645162,236554.2584727718,-6.557743549346924,-0.0,0.0
7.420809387866697,6.934271492618298,2271.741749144641,220037.8948730934,-6.93427038192749,-0.0,0.0
7.455813205733993,7.316945066910956,2307.117772042114,203251.9535707849,-7.3169474601745605,-0.0,0.0
7.490817023601289,7.705295446353444,2339.6672476803433,186216.99973029466,-7.705296039581299,-0.0,0.0
7.525820841468584,8.098846846521612,2369.3502983243166,168953.9035918296,-8.098846435546875,-0.0,0.0
7.56082465933588,8.497117111001526,2396.1305580171424,151483.81490234524,-8.497119903564453,-0.0,0.0
7.595828477203176,8.899618302099588,2419.9752171335144,133828.1370041002,-8.899619102478027,-0.0,0.0
7.630832295070472,9.305857298635646,2440.8550625761695,116008.50061251617,-9.305856704711914,-0.0,0.0
7.665836112937767,9.71533640008647,2458.7445135660832,98046.7373154799,-9.715338706970215,-0.0,0.0
7.7008399308050635,10.127553936339721,2473.621652982562,79964.85282654078,-10.127553939819336,-0.0,0.0
7.735843748672359,10.542004882311081,2485.4682542148303,61785.00002478705,-10.542003631591797,-0.0,0.0
7.770847566539655,10.958181476671863,2494.269803492222,43529.451814415785,-10.958184242248535,-0.0,0.0
7.80585138440695,11.375573843928727,2500.015517665611,25220.573837262633,-11.375574111938477,-0.0,0.0
7.840855202274247,11.793670619093747,2502.6983574183023,6880.7970717072585,-11.793669700622559,-0.0,0.0
7.875859020141542,12.211959574179124,2502.3150358901967,-11467.40964846034,-12.211956024169922,-0.0,0.0
7.910862838008837,12.629928245749369,2498.8660227046607,-29801.567161558727,-12.629929542541504,-0.0,0.0
7.9458666558761335,13.047064562761822,2492.3555433931706,-48099.21351818241,-13.047063827514648,-0.0,0.0
7.980870473743429,13.46285747392647,2482.791574218438,-66337.93150028175,-13.462855339050293,-0.0,0.0
8.015874291610725,13.876797573816479,2470.1858324023506,-84495.37608544524,-13.876791954040527,-0.0,0.0
8.05087810947802,14.288377726962187,2454.553761770713,-102549.30182272488,-14.288382530212402,-0.0,0.0
8.085881927345316,14.69709368916423,2435.9145138323634,-120477.59008647938,-14.697096824645996,-0.0,0.0
8.120885745212613,15.102444725264341,2414.2909243158488,-138258.276174834,-15.102445602416992,-0.0,0.0
8.155889563079908,15.503934222617035,2389.70948519242,-155869.57621955988,-15.50393295288086,-0.0,0.0
8.190893380947204,15.901070299510831,2362.200312219592,-173289.9138744148,-15.901066780090332,-0.0,0.0
8.225897198814499,16.29336640779318,2331.7971080450634,-190497.94674923125,-16.29336166381836,-0.0,0.0
8.260901016681794,16.680341928961155,2298.537120916181,-207472.59255737925,-16.68034553527832,-0.0,0.0
8.295904834549091,17.061522762987458,2262.4610990455394,-224193.05494456552,-17.061525344848633,-0.0,0.0
8.330908652416387,17.436441909160276,2223.6132406886363,-240638.8489673206,-17.436443328857422,-0.0,0.0
8.365912470283682,17.804640038225656,2182.0411399947147,-256789.82618997188,-17.80463981628418,-0.0,0.0
8.400916288150977,18.16566605513107,2137.7957286971696,-272626.1993693382,-18.16566276550293,-0.0,0.0
8.435920106018274,18.519077651681016,2090.931213714931,-288128.56669691775,-18.519073486328125,-0.0,0.0
8.47092392388557,18.864441848427376,2041.5050107412915,-303277.93556885794,-18.864444732666016,-0.0,0.0
8.505927741752865,19.201335525130883,1989.577673901506,-318055.7458546006,-19.201337814331055,-0.0,0.0
8.54093155962016,19.52934593914351,1935.212821565387,-332443.89263567695,-19.529346466064453,-0.0,0.0
8.575935377487458,19.848071231076922,1878.4770584057544,-346424.74838680803,-19.84807014465332,-0.0,0.0
8.610939195354753,20.157120917137288,1819.4398937982528,-359981.1845721266,-20.157119750976562,-0.0,0.0
8.645943013222048,20.456116367523542,1758.1736566624677,-373096.5926300726,-20.456113815307617,-0.0,0.0
8.680946831089344,20.744691270302646,1694.7534068487278,-385754.9043212396,-20.744693756103516,-0.0,0.0
8.715950648956639,21.02249208019381,1629.2568431791149,-397940.6114142531,-21.022493362426758,-0.0,0.0
8.750954466823936,21.28917845171173,1561.7642082553573,-409638.78468555893,-21.2891788482666,-0.0,0.0
8.785958284691231,21.544423656138136,1492.358190150249,-420835.0922098426,-21.544424057006836,-0.0,0.0
8.820962102558527,21.787914981811006,1421.123821102984,-431515.81691867835,-21.787914276123047,-0.0,0.0
8.855965920425822,22.019354117240756,1348.1483733425903,-441667.8734058862,-22.019351959228516,-0.0,0.0
8.89096973829312,22.238457516584237,1273.5212521670328,-451278.8239590153,-22.238454818725586,-0.0,0.0
8.925973556160415,22.444956747028677,1197.3338864090297,-460336.8937973087,-22.444957733154297,-0.0,0.0
8.96097737402771,22.63859881766009,1119.6796164227117,-468830.98549748573,-22.638599395751953,-0.0,0.0
8.995981191895005,22.819146489413065,1040.6535797284337,-476750.69258966175,-22.81914710998535,-0.0,0.0
9.0309850097623,22.986378565722376,960.3525944557829,-484086.3123067538,-22.986377716064453,-0.0,0.0
9.065988827629598,23.14009016352022,878.8750407276027,-490828.85747174965,-23.14008903503418,-0.0,0.0
9.100992645496893,23.280092964247057,796.3207401303723,-496970.0675082759,-23.28009033203125,-0.0,0.0
9.135996463364188,23.40621544456868,712.7908334185473,-502502.41856098094,-23.40621566772461,-0.0,0.0
9.171000281231484,23.518303086516664,628.3876566027735,-507419.1327133254,-23.51830291748047,-0.0,0.0
9.20600409909878,23.616218566794814,543.2146155737173,-511714.18629149435,-23.61621856689453,-0.0,0.0
9.241007916966076,23.699841925019754,457.3760594151661,-515382.31724425335,-23.699840545654297,-0.0,0.0
9.276011734833371,23.769070710689462,370.97715256154,-518419.03158971015,-23.76906967163086,-0.0,0.0
