theta,displacement_method1,velocity_method1,acceleration_method1,displacement_method2,velocity_method2,acceleration_method2
0.0,0.0,0.0,519273.7742570933,-0.0,0.0,-519273.7742570933
0.03500381786729574,0.007251566997854831,86.7674674533258,518928.51105242246,-0.007251566997854831,-86.7674674533258,-518928.51105242246
0.07000763573459148,0.028996625153823313,173.41955797234468,517893.2846469798,-0.028996625153823313,-173.41955797234468,-517893.2846469798
0.10501145360188723,0.06520626168367703,259.84108280061133,516169.78320789064,-0.06520626168367703,-259.84108280061133,-516169.78320789064
0.14001527146918297,0.1158323410015297,345.91722905021805,513760.8154916028,-0.1158323410015297,-345.91722905021805,-513760.8154916028
0.1750190893364787,0.1808075831592028,431.53374642027694,510670.30358353216,-0.1808075831592028,-431.53374642027694,-510670.30358353216
0.21002290720377445,0.26004567337727597,516.5771324625409,506903.2727789773,-0.26004567337727597,-516.5771324625409,-506903.2727789773
0.2450267250710702,0.35344140238526817,600.9348159199722,502465.83865035925,-0.35344140238526817,-600.9348159199722,-502465.83865035925
0.28003054293836593,0.46087083720981986,684.4953376726351,497365.191358197,-0.46087083720981986,-684.4953376726351,-497365.191358197
0.31503436080566166,0.5821915219728361,767.1485288358882,491609.57727520773,-0.5821915219728361,-767.1485288358882,-491609.57727520773
0.3500381786729574,0.7172427081864463,848.7856855684245,485208.2780044524,-0.7172427081864463,-848.7856855684245,-485208.2780044524
0.3850419965402532,0.8658456139589467,929.2997401621516,478171.58688343776,-0.8658456139589467,-929.2997401621516,-478171.58688343776
0.4200458144075489,1.0278037114556429,1008.585428002151,470510.78307648684,-1.0278037114556429,-1008.585428002151,-470510.78307648684
0.45504963227484463,1.2029030418911948,1086.5394500028701,462238.10336743266,-1.2029030418911948,-1086.5394500028701,-462238.10336743266
0.4900534501421404,1.3909125572658125,1163.0606301462021,453366.7117737058,-1.3909125572658125,-1163.0606301462021,-453366.7117737058
0.5250572680094361,1.5915844879968797,1238.0500677680336,443910.6671111451,-1.5915844879968797,-1238.0500677680336,-443910.6671111451
0.5600610858767319,1.8046547355402895,1311.4112842620991,433884.8886462952,-1.8046547355402895,-1311.4112842620991,-433884.8886462952
0.5950649037440277,2.02984328904241,1383.0503638933908,423305.119979549,-2.02984328904241,-1383.0503638933908,-423305.119979549
0.6300687216113233,2.266854665014184,1452.8760884378298,412187.89130819537,-2.266854665014184,-1452.8760884378298,-412187.89130819537
0.6650725394786191,2.515378368973638,1520.8000653902304,400550.4802232339,-2.515378368973638,-1520.8000653902304,-400550.4802232339
