theta,revolution,displacement,velocity,acceleration
0.0,0.0,0.0,0.0,-511280.15558473085
1.0013908205841446,0.0027816411682892906,-0.0017801746234926696,42.663765751382556,-511202.0683878476
2.0027816411682893,0.005563282336578581,-0.0071201547261594555,85.31449953256396,-510967.8306495231
3.004172461752434,0.008344923504867872,-0.0160183091706525,127.93917335405705,-510577.51391944784
4.0055632823365785,0.011126564673157162,-0.028471919948341196,170.52476718658647,-510031.23742282146
5.006954102920723,0.013908205841446452,-0.04447718300954406,213.05827293815554,-509329.16802393505
6.008344923504868,0.016689847009735744,-0.06402920942550416,255.52669842746602,-508471.52017520095
7.009735744089013,0.019471488178025034,-0.08712202688174919,297.91707135247844,-507458.5558516467
8.011126564673157,0.022253129346314324,-0.11374858150237976,340.21644325290004,-506290.58447089285
9.012517385257302,0.025034770514603618,-0.1439007400047334,382.4118934653898,-504967.96279863873
10.013908205841446,0.027816411682892905,-0.17756929218375284,424.4905330702728,-503491.094839686
11.015299026425591,0.030598052851182198,-0.21474395372531063,466.43950882855887,-501860.4317145324
12.016689847009737,0.03337969401947149,-0.25541336934764125,508.24600710806084,-500076.4715215729
13.01808066759388,0.036161335187760775,-0.2995651162698838,549.8972577974159,-498139.7591849527
14.019471488178025,0.03894297635605007,-0.3471857080067302,591.3805382068134,-496050.8862881151
15.020862308762169,0.041724617524339355,-0.39826059848795303,632.6831769542355,-493810.49089309893
16.022253129346314,0.04450625869262865,-0.4527741865016388,673.7925578360281,-491419.2573456365
17.02364394993046,0.04728789986091794,-0.5107098204596721,714.6961236806145,-488877.9160661161
18.025034770514605,0.050069541029207236,-0.5720498034841075,755.3813801841793,-486187.24332646845
19.026425591098747,0.052851182197496516,-0.6367753988128033,795.8358997271479,-483348.0610130496
20.027816411682892,0.05563282336578581,-0.7048668355227115,836.0473251702966,-480361.23637558916
21.029207232267037,0.0584144645340751,-0.7763033145690574,876.0033736293353,-477227.68176228186
22.030598052851182,0.061196105702364396,-0.8510630151385623,915.6918402268063,-473948.3543411045
